Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	within_fdr_enrich	within_BHfdr_enrich	all_fdr_enrich	all_BHfdr_enrich	p_deplete	within_fdr_deplete	within_BHfdr_deplete	all_fdr_deplete	all_BHfdr_deplete	Genes
'0.5%'	hsa00062	['Fatty acid elongation']	2	1.06761000	0.90561528	0.28956710	0.64296381	0.91006804	0.37256284	1.00000000	0.91540085	1.00000000	0.99997000	0.41982046	0.99997000	['HADHA', 'THEM5']
'0.1%'	hsa03051	['Proteasome']	1	0.34706000	1.52674300	0.29467705	1.00000000	1.00000000	0.37509345	1.00000000	0.95309047	1.00000000	0.99985000	0.41982046	0.99997000	['RAD23A']
'0.05%'	hsa01007	['Amino acid related enzymes']	1	0.34668000	1.52832349	0.29525705	1.00000000	1.00000000	0.37515095	1.00000000	0.95396046	0.98608003	0.99980000	0.41982046	0.99997000	['DARS2']
'0.1%'	hsa00380	['Tryptophan metabolism']	1	0.34601000	1.53111436	0.29572704	1.00000000	1.00000000	0.37515095	1.00000000	0.95491045	1.00000000	0.99985000	0.41982046	0.99997000	['ALDH2']
'0.1%'	hsa00620	['Pyruvate metabolism']	1	0.34614000	1.53057243	0.29579704	1.00000000	1.00000000	0.37515095	1.00000000	0.95418046	1.00000000	0.99985000	0.41982046	0.99997000	['ALDH2']
'0.05%'	hsa04014	['Ras signaling pathway']	3	1.90798000	0.65291645	0.29814702	1.00000000	1.00000000	0.37515095	1.00000000	0.87848122	0.95030212	0.99980000	0.41982046	0.99997000	['BRAP', 'FGF7', 'REL']
'0.05%'	hsa05012	['Parkinson disease']	2	1.09243000	0.87245916	0.29822702	1.00000000	1.00000000	0.37515095	1.00000000	0.90865091	0.96884419	0.99980000	0.41982046	0.99997000	['KLC3', 'TUBA1A']
'0.1%'	hsa03440	['Homologous recombination']	1	0.35345000	1.50042195	0.30148699	1.00000000	1.00000000	0.37568782	1.00000000	0.95320047	1.00000000	0.99985000	0.41982046	0.99997000	['TOP3A']
'0.1%'	hsa04914	['Progesterone-mediated oocyte maturation']	2	1.10597000	0.85468775	0.30348697	1.00000000	1.00000000	0.37910964	1.00000000	0.90419096	0.98889825	0.99985000	0.41982046	0.99997000	['ANAPC7', 'KIF22']
'0.1%'	hsa05219	['Bladder cancer']	1	0.37228000	1.42553998	0.31472685	1.00000000	1.00000000	0.39464125	1.00000000	0.94830052	1.00000000	0.99985000	0.41982046	0.99997000	['ERBB2']
'0.05%'	hsa04934	['Cushing syndrome']	2	1.14277000	0.80746493	0.31720683	1.00000000	1.00000000	0.39813254	1.00000000	0.89526105	0.95581922	0.99980000	0.41982046	0.99997000	['KMT2D', 'WNT1']
'0.5%'	hsa05160	['Hepatitis C']	7	5.54869000	0.33520772	0.31737683	0.70504950	0.98357926	0.39813254	1.00000000	0.81356186	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CDK4', 'CHUK', 'EGFR', 'NFKB1', 'RELA', 'SCARB1']
'0.5%'	hsa04137	['Mitophagy - animal']	4	2.94144000	0.44347739	0.31821682	0.70504950	0.98357926	0.39813254	1.00000000	0.86502135	1.00000000	0.99997000	0.41982046	0.99997000	['RELA', 'SP1', 'SRC', 'USP15']
'0.05%'	hsa04340	['Hedgehog signaling pathway']	1	0.38334000	1.38330355	0.32187678	1.00000000	1.00000000	0.39850818	1.00000000	0.94543055	0.98073550	0.99980000	0.41982046	0.99997000	['CSNK1G1']
'0.1%'	hsa04261	['Adrenergic signaling in cardiomyocytes']	4	2.87947000	0.47419671	0.32192678	1.00000000	1.00000000	0.39850818	1.00000000	0.84464155	0.95106940	0.99985000	0.41982046	0.99997000	['ATP2A2', 'CACNA2D3', 'CACNB3', 'PPP1CC']
'0.5%'	hsa04710	['Circadian rhythm']	3	2.00252000	0.58314585	0.32222678	0.70504950	0.98780996	0.39850818	1.00000000	0.87366126	1.00000000	0.99997000	0.41982046	0.99997000	['BHLHE41', 'PRKAA2', 'PRKAG1']
'0.05%'	hsa03032	['DNA replication proteins']	1	0.38774000	1.36683852	0.32291677	1.00000000	1.00000000	0.39850818	1.00000000	0.94272057	0.98073550	0.99980000	0.41982046	0.99997000	['PRKDC']
'0.5%'	hsa04215	['Apoptosis - multiple species']	2	1.16565000	0.77886533	0.32686673	0.71037545	0.98782884	0.40141263	1.00000000	0.89924101	1.00000000	0.99997000	0.41982046	0.99997000	['BBC3', 'BIRC6']
'0.5%'	hsa05215	['Prostate cancer']	7	5.62622000	0.31518896	0.32839672	0.71037545	0.98782884	0.40141263	1.00000000	0.81053189	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'EGFR', 'ERBB2', 'LEF1', 'NFKB1', 'RELA']
'0.5%'	hsa04211	['Longevity regulating pathway']	7	5.65237000	0.30849902	0.33015670	0.71037545	0.98782884	0.40141263	1.00000000	0.80837192	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'NFKB1', 'PRKAA2', 'PRKAG1', 'RELA', 'RPS6KB1', 'SESN3']
'0.1%'	hsa05164	['Influenza A']	2	1.17872000	0.76277895	0.33112669	1.00000000	1.00000000	0.40141263	1.00000000	0.88688113	0.97412862	0.99985000	0.41982046	0.99997000	['KPNA6', 'XPO1']
'0.1%'	hsa00536	['Glycosaminoglycan binding proteins']	4	2.93020000	0.44900086	0.33706663	1.00000000	1.00000000	0.40582729	1.00000000	0.83451165	0.95106940	0.99985000	0.41982046	0.99997000	['FGF7', 'HPSE2', 'SERPINC1', 'WNT1']
'0.05%'	hsa04920	['Adipocytokine signaling pathway']	1	0.40802000	1.29328822	0.33802662	1.00000000	1.00000000	0.40720563	1.00000000	0.93775062	0.98073550	0.99980000	0.41982046	0.99997000	['PRKAG1']
'0.5%'	hsa04390	['Hippo signaling pathway']	11	9.47191000	0.21577625	0.33886661	0.71345238	0.99531539	0.40720563	1.00000000	0.77814222	1.00000000	0.99997000	0.41982046	0.99997000	['BBC3', 'DLG2', 'DVL2', 'FRMD6', 'LATS1', 'LEF1', 'LLGL1', 'MPP5', 'PPP1CC', 'WNT1', 'WNT10B']
'0.5%'	hsa05144	['Malaria']	2	1.19982000	0.73718201	0.34040660	0.71345238	0.99531539	0.40720563	1.00000000	0.88765112	1.00000000	0.99997000	0.41982046	0.99997000	['IL12A', 'LRP1']
'0.5%'	hsa04922	['Glucagon signaling pathway']	7	5.73372000	0.28788347	0.34411656	0.71345238	0.99531539	0.40720563	1.00000000	0.80135199	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'ITPR2', 'PHKG2', 'PPP3CB', 'PPP4R3A', 'PRKAA2', 'PRKAG1']
'0.5%'	hsa04068	['FoxO signaling pathway']	7	5.73085000	0.28860579	0.34544655	0.71345238	0.99531539	0.40720563	1.00000000	0.79499205	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'EGFR', 'GRM1', 'NLK', 'PRKAA2', 'PRKAG1']
'0.05%'	hsa04390	['Hippo signaling pathway']	2	1.22104000	0.71188954	0.34637654	1.00000000	1.00000000	0.40720563	1.00000000	0.87942121	0.95030212	0.99980000	0.41982046	0.99997000	['PPP1CC', 'WNT1']
'0.1%'	hsa04550	['Signaling pathways regulating pluripotency of stem cells']	2	1.22173000	0.71107451	0.34679653	1.00000000	1.00000000	0.40720563	1.00000000	0.87824122	0.96815903	0.99985000	0.41982046	0.99997000	['WNT1', 'ZFHX3']
'0.5%'	hsa04115	['p53 signaling pathway']	3	2.08355000	0.52591878	0.34711653	0.71345238	0.99531539	0.40720563	1.00000000	0.84917151	1.00000000	0.99997000	0.41982046	0.99997000	['BBC3', 'CDK4', 'SESN3']
'0.05%'	hsa05414	['Dilated cardiomyopathy (DCM)']	2	1.22245000	0.71022454	0.34851651	1.00000000	1.00000000	0.40720563	1.00000000	0.87973120	0.95030212	0.99980000	0.41982046	0.99997000	['ATP2A2', 'CACNB3']
'0.5%'	hsa00760	['Nicotinate and nicotinamide metabolism']	2	1.22718000	0.70465312	0.34862651	0.71345238	0.99531539	0.40720563	1.00000000	0.88289117	1.00000000	0.99997000	0.41982046	0.99997000	['NT5C2', 'NT5M']
'0.05%'	hsa03013	['RNA transport']	1	0.43335000	1.20639539	0.35339647	1.00000000	1.00000000	0.40720563	1.00000000	0.93068069	0.97431332	0.99980000	0.41982046	0.99997000	['XPO1']
'0.1%'	hsa03012	['Translation factors']	1	0.43644000	1.19614476	0.35694643	1.00000000	1.00000000	0.40720563	1.00000000	0.93017070	0.99822743	0.99985000	0.41982046	0.99997000	['EIF5B']
'0.1%'	hsa04657	['IL-17 signaling pathway']	1	0.43555000	1.19908975	0.35709643	1.00000000	1.00000000	0.40720563	1.00000000	0.93142069	0.99822743	0.99985000	0.41982046	0.99997000	['MAPK7']
'0.5%'	hsa04621	['NOD-like receptor signaling pathway']	7	5.82941000	0.26400505	0.36174638	0.72680924	1.00000000	0.40876832	1.00000000	0.78097219	1.00000000	0.99997000	0.41982046	0.99997000	['CHUK', 'ITPR2', 'MCU', 'NEK7', 'NFKB1', 'RELA', 'TAB2']
'0.5%'	hsa05166	['Human T-cell leukemia virus 1 infection']	10	8.67059000	0.20579793	0.36321637	0.72680924	1.00000000	0.40876832	1.00000000	0.75715243	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'ANAPC7', 'CDK4', 'CHUK', 'NFATC3', 'NFKB1', 'PPP3CB', 'RANBP3', 'RELA', 'XPO1']
'0.5%'	hsa04520	['Adherens junction']	8	6.82197000	0.22981159	0.36424636	0.72680924	1.00000000	0.40876832	1.00000000	0.78306217	1.00000000	0.99997000	0.41982046	0.99997000	['EGFR', 'ERBB2', 'FER', 'LEF1', 'NLK', 'RAC1', 'SRC', 'WASF2']
'0.5%'	hsa04216	['Ferroptosis']	2	1.26981000	0.65538736	0.36688633	0.72680924	1.00000000	0.40876832	1.00000000	0.87334127	1.00000000	0.99997000	0.41982046	0.99997000	['PCBP2', 'SLC39A14']
'0.5%'	hsa04144	['Endocytosis']	15	13.48382000	0.15373323	0.36775632	0.72680924	1.00000000	0.40876832	1.00000000	0.73609264	1.00000000	0.99997000	0.41982046	0.99997000	['ARF5', 'CLTC', 'CYTH3', 'EGFR', 'EPN2', 'GBF1', 'PSD', 'RAB10', 'RAB35', 'RNF41', 'SNX1', 'SRC', 'VPS29', 'VPS35', 'VPS45']
'0.05%'	hsa05412	['Arrhythmogenic right ventricular cardiomyopathy (ARVC)']	2	1.27735000	0.64684612	0.36866631	1.00000000	1.00000000	0.40876832	1.00000000	0.86852131	0.94602400	0.99980000	0.41982046	0.99997000	['ATP2A2', 'CACNB3']
'0.1%'	hsa04810	['Regulation of actin cytoskeleton']	4	3.06764000	0.38287081	0.36873631	1.00000000	1.00000000	0.40876832	1.00000000	0.80858191	0.94342504	0.99985000	0.41982046	0.99997000	['ARHGEF4', 'FGF7', 'ITGB7', 'PPP1CC']
'0.5%'	hsa03022	['Basal transcription factors']	2	1.28217000	0.64141244	0.37080629	0.72680924	1.00000000	0.40876832	1.00000000	0.86896131	1.00000000	0.99997000	0.41982046	0.99997000	['ERCC2', 'GTF2H3']
'0.5%'	hsa05165	['Human papillomavirus infection']	19	17.38696000	0.12799371	0.37157628	0.72680924	1.00000000	0.40876832	1.00000000	0.72241278	1.00000000	0.99997000	0.41947507	0.99997000	['AKT2', 'ATP6V1D', 'CDK4', 'CHUK', 'DLG2', 'DVL2', 'EGFR', 'ITGB7', 'LLGL1', 'MPP5', 'NFKB1', 'PPP2R3A', 'PTGER4', 'PXN', 'RBPJ', 'RELA', 'RPS6KB1', 'WNT1', 'WNT10B']
'0.5%'	hsa00100	['Steroid biosynthesis']	1	0.45977000	1.12101576	0.37466625	0.72680924	1.00000000	0.40876832	1.00000000	0.92453075	1.00000000	0.99997000	0.41982046	0.99997000	['CYP51A1']
'0.1%'	hsa05205	['Proteoglycans in cancer']	4	3.10152000	0.36702457	0.37468625	1.00000000	1.00000000	0.40876832	1.00000000	0.80604194	0.94342504	0.99985000	0.41982046	0.99997000	['ERBB2', 'HPSE2', 'PPP1CC', 'WNT1']
'0.05%'	hsa05017	['Spinocerebellar ataxia']	2	1.29946000	0.62208777	0.37703623	1.00000000	1.00000000	0.40876832	1.00000000	0.86195138	0.94096323	0.99980000	0.41982046	0.99997000	['ATP2A2', 'ATXN2']
'0.5%'	hsa04714	['Thermogenesis']	10	8.79033000	0.18601077	0.37960620	0.72680924	1.00000000	0.40876832	1.00000000	0.75068249	1.00000000	0.99997000	0.41982046	0.99997000	['ARID1A', 'ATP5G2', 'COX14', 'NDUFA11', 'NDUFAF7', 'NDUFB10', 'PRDM16', 'PRKAA2', 'PRKAG1', 'RPS6KB1']
'0.05%'	hsa04145	['Phagosome']	1	0.47437000	1.07591532	0.37960620	1.00000000	1.00000000	0.40876832	1.00000000	0.91816082	0.96895487	0.99980000	0.41982046	0.99997000	['TUBA1A']
'0.1%'	hsa04934	['Cushing syndrome']	3	2.20754000	0.44252292	0.38020620	1.00000000	1.00000000	0.40876832	1.00000000	0.82290177	0.95106940	0.99985000	0.41982046	0.99997000	['KMT2D', 'SP1', 'WNT1']
'0.05%'	hsa04213	['Longevity regulating pathway - multiple species']	1	0.47321000	1.07944753	0.38146619	1.00000000	1.00000000	0.40876832	1.00000000	0.92025080	0.96895487	0.99980000	0.41982046	0.99997000	['PRKAG1']
'0.1%'	hsa04931	['Insulin resistance']	2	1.32307000	0.59611061	0.38226618	1.00000000	1.00000000	0.40876832	1.00000000	0.85626144	0.95303842	0.99985000	0.41982046	0.99997000	['PPP1CC', 'PRKAG1']
'0.1%'	hsa04710	['Circadian rhythm']	1	0.47568000	1.07193673	0.38442616	1.00000000	1.00000000	0.40876832	1.00000000	0.92047080	0.99359963	0.99985000	0.41982046	0.99997000	['PRKAG1']
'0.1%'	hsa01522	['Endocrine resistance']	2	1.32985000	0.58873647	0.38593614	1.00000000	1.00000000	0.40876832	1.00000000	0.85346147	0.95203818	0.99985000	0.41982046	0.99997000	['ERBB2', 'SP1']
'0.5%'	hsa05142	['Chagas disease (American trypanosomiasis)']	6	5.01915000	0.25751944	0.38698613	0.73142447	1.00000000	0.40876832	1.00000000	0.77219228	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'GNAO1', 'IL12A', 'NFKB1', 'RELA']
'0.1%'	hsa05169	['Epstein-Barr virus infection']	2	1.33909000	0.57874707	0.38787612	1.00000000	1.00000000	0.40876832	1.00000000	0.85004150	0.95106940	0.99985000	0.41982046	0.99997000	['PDIA3', 'SIN3A']
'0.5%'	hsa04340	['Hedgehog signaling pathway']	4	3.15075000	0.34430471	0.38847612	0.73359845	1.00000000	0.40876832	1.00000000	0.80263197	1.00000000	0.99997000	0.41982046	0.99997000	['CSNK1G1', 'MGRN1', 'SPOP', 'SUFU']
'0.05%'	hsa05218	['Melanoma']	1	0.48486000	1.04435986	0.38867611	1.00000000	1.00000000	0.40876832	1.00000000	0.91696083	0.96895487	0.99980000	0.41982046	0.99997000	['FGF7']
'0.5%'	hsa05332	['Graft-versus-host disease']	1	0.49465000	1.01552002	0.39349607	0.73514483	1.00000000	0.40876832	1.00000000	0.91258087	1.00000000	0.99997000	0.41982046	0.99997000	['CD28']
'0.5%'	hsa04979	['Cholesterol metabolism']	3	2.24881000	0.41580073	0.39387606	0.73514483	1.00000000	0.40876832	1.00000000	0.82506175	1.00000000	0.99997000	0.41982046	0.99997000	['LRP1', 'SCARB1', 'STARD3']
'0.05%'	hsa05016	['Huntington disease']	2	1.35457000	0.56216505	0.39395606	1.00000000	1.00000000	0.40876832	1.00000000	0.84732153	0.92560622	0.99980000	0.41982046	0.99997000	['KLC3', 'TUBA1A']
'0.5%'	hsa04810	['Regulation of actin cytoskeleton']	14	12.77790000	0.13177607	0.39789602	0.73529593	1.00000000	0.40876832	1.00000000	0.71176288	1.00000000	0.99997000	0.41689237	0.99997000	['ABI2', 'ARHGEF4', 'EGFR', 'FGF7', 'ITGB7', 'MYH10', 'MYL9', 'MYLK3', 'PPP1CC', 'PXN', 'RAC1', 'SRC', 'VAV2', 'WASF2']
'0.05%'	hsa00561	['Glycerolipid metabolism']	1	0.50233000	0.99329266	0.40185598	1.00000000	1.00000000	0.40876832	1.00000000	0.91374086	0.96884419	0.99980000	0.41982046	0.99997000	['ALDH2']
'0.1%'	hsa00970	['Aminoacyl-tRNA biosynthesis']	1	0.50503000	0.98555900	0.40285597	1.00000000	1.00000000	0.40876832	1.00000000	0.91193088	0.99225469	0.99985000	0.41982046	0.99997000	['DARS2']
'0.5%'	hsa05210	['Colorectal cancer']	6	5.13459000	0.22471342	0.40391596	0.73753068	1.00000000	0.40876832	1.00000000	0.76522235	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'BBC3', 'EGFR', 'LEF1', 'RAC1', 'RPS6KB1']
'0.1%'	hsa05322	['Systemic lupus erythematosus']	1	0.50977000	0.97208162	0.40423596	1.00000000	1.00000000	0.40876832	1.00000000	0.90932091	0.99225469	0.99985000	0.41982046	0.99997000	['CD28']
'0.1%'	hsa03008	['Ribosome biogenesis in eukaryotes']	1	0.51055000	0.96987584	0.40476595	1.00000000	1.00000000	0.40876832	1.00000000	0.90862091	0.99225469	0.99985000	0.41982046	0.99997000	['XPO1']
'0.5%'	hsa00564	['Glycerophospholipid metabolism']	6	5.12595000	0.22714309	0.40536595	0.73753068	1.00000000	0.40876832	1.00000000	0.76310237	1.00000000	0.99997000	0.41982046	0.99997000	['DGKA', 'ETNK1', 'GPD1', 'PEMT', 'PLA2G15', 'PLA2G3']
'0.5%'	hsa00511	['Other glycan degradation']	1	0.50028000	0.99919232	0.40640594	0.73753068	1.00000000	0.40876832	1.00000000	0.91705083	1.00000000	0.99997000	0.41982046	0.99997000	['MAN2C1']
'0.5%'	hsa04910	['Insulin signaling pathway']	7	6.09358000	0.20006486	0.40899591	0.73753068	1.00000000	0.40876832	1.00000000	0.74255257	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'PHKG2', 'PPP1CC', 'PRKAA2', 'PRKAG1', 'RPS6KB1', 'SHC4']
'0.5%'	hsa01521	['EGFR tyrosine kinase inhibitor resistance']	7	6.11212000	0.19568205	0.41231588	0.73753068	1.00000000	0.40876832	1.00000000	0.74442256	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'EGFR', 'ERBB2', 'NRG2', 'RPS6KB1', 'SHC4', 'SRC']
'0.5%'	hsa03410	['Base excision repair']	1	0.53042000	0.91479292	0.41616584	0.73753068	1.00000000	0.40876832	1.00000000	0.90301097	1.00000000	0.99997000	0.41982046	0.99997000	['NEIL1']
'0.1%'	hsa04660	['T cell receptor signaling pathway']	2	1.41121000	0.50306731	0.41650583	1.00000000	1.00000000	0.40876832	1.00000000	0.83660163	0.95106940	0.99985000	0.41982046	0.99997000	['CD28', 'CTLA4']
'0.5%'	hsa04921	['Oxytocin signaling pathway']	15	13.92039000	0.10776287	0.41670583	0.73753068	1.00000000	0.40876832	1.00000000	0.70024300	1.00000000	0.99997000	0.41638554	0.99997000	['CACNA2D3', 'CACNB3', 'EGFR', 'GNAO1', 'ITPR2', 'MAP2K5', 'MAPK7', 'MYL9', 'MYLK3', 'NFATC3', 'PPP1CC', 'PPP3CB', 'PRKAA2', 'PRKAG1', 'SRC']
'0.5%'	hsa05323	['Rheumatoid arthritis']	3	2.33717000	0.36019982	0.41753582	0.73753068	1.00000000	0.40876832	1.00000000	0.79828202	1.00000000	0.99997000	0.41982046	0.99997000	['ATP6V1D', 'CD28', 'CTLA4']
'0.5%'	hsa02044	['Secretion system']	1	0.53003000	0.91585408	0.41767582	0.73753068	1.00000000	0.40876832	1.00000000	0.90404096	1.00000000	0.99997000	0.41982046	0.99997000	['ANXA7']
'0.1%'	hsa00190	['Oxidative phosphorylation']	1	0.53906000	0.89148223	0.41847582	1.00000000	1.00000000	0.40876832	1.00000000	0.89852101	0.98889825	0.99985000	0.41982046	0.99997000	['NDUFA11']
'0.1%'	hsa04390	['Hippo signaling pathway']	3	2.34713000	0.35406475	0.41938581	1.00000000	1.00000000	0.40876832	1.00000000	0.79630204	0.92992705	0.99985000	0.41982046	0.99997000	['LLGL1', 'PPP1CC', 'WNT1']
'0.1%'	hsa04514	['Cell adhesion molecules (CAMs)']	3	2.35613000	0.34854336	0.42269577	1.00000000	1.00000000	0.40876832	1.00000000	0.79542205	0.92992705	0.99985000	0.41982046	0.99997000	['CD28', 'CTLA4', 'ITGB7']
'0.05%'	hsa04932	['Non-alcoholic fatty liver disease (NAFLD)']	1	0.54318000	0.88049773	0.42270577	1.00000000	1.00000000	0.40876832	1.00000000	0.89745103	0.95581922	0.99980000	0.41982046	0.99997000	['PRKAG1']
'0.05%'	hsa04142	['Lysosome']	1	0.54031000	0.88814071	0.42299577	1.00000000	1.00000000	0.40876832	1.00000000	0.90015100	0.95892259	0.99980000	0.41982046	0.99997000	['AP4S1']
'0.5%'	hsa05017	['Spinocerebellar ataxia']	11	10.06842000	0.12766622	0.42331577	0.73753068	1.00000000	0.40876832	1.00000000	0.70907291	1.00000000	0.99997000	0.41689237	0.99997000	['AKT2', 'ATP2A1', 'ATP2A2', 'ATXN2', 'GRM1', 'ITPR2', 'PSMB7', 'PUM1', 'RBPJ', 'SP1', 'ULK2']
'0.1%'	hsa04114	['Oocyte meiosis']	2	1.43559000	0.47835622	0.42438576	1.00000000	1.00000000	0.40876832	1.00000000	0.83037170	0.95106940	0.99985000	0.41982046	0.99997000	['ANAPC7', 'PPP1CC']
'0.1%'	hsa05217	['Basal cell carcinoma']	1	0.54332000	0.88012594	0.42460575	1.00000000	1.00000000	0.40876832	1.00000000	0.89979100	0.98889825	0.99985000	0.41982046	0.99997000	['WNT1']
'0.1%'	hsa04910	['Insulin signaling pathway']	2	1.43835000	0.47558522	0.42496575	1.00000000	1.00000000	0.40876832	1.00000000	0.82651173	0.95106940	0.99985000	0.41982046	0.99997000	['PPP1CC', 'PRKAG1']
'0.5%'	hsa04071	['Sphingolipid signaling pathway']	9	8.12298000	0.14791591	0.42549575	0.73753068	1.00000000	0.40876832	1.00000000	0.71685283	1.00000000	0.99997000	0.41947507	0.99997000	['AKT2', 'CERS2', 'CERS5', 'NFKB1', 'PPP2R3A', 'PRKCE', 'RAC1', 'RELA', 'SGMS1']
'0.1%'	hsa03110	['Chaperones and folding catalysts']	2	1.44592000	0.46801227	0.42586574	1.00000000	1.00000000	0.40876832	1.00000000	0.82513175	0.95106940	0.99985000	0.41982046	0.99997000	['FKBP11', 'PDIA3']
'0.1%'	hsa03009	['Ribosome biogenesis']	2	1.44048000	0.47345037	0.42599574	1.00000000	1.00000000	0.40876832	1.00000000	0.82749173	0.95106940	0.99985000	0.41982046	0.99997000	['ERAL1', 'XPO1']
'0.5%'	hsa05012	['Parkinson disease']	9	8.16692000	0.14013291	0.42807572	0.73753068	1.00000000	0.40876832	1.00000000	0.71725283	1.00000000	0.99997000	0.41947507	0.99997000	['ATP5G2', 'ITPR2', 'KLC3', 'MCU', 'NDUFA11', 'NDUFB10', 'PSMB7', 'TUBA1A', 'TUBA1B']
'0.05%'	hsa04914	['Progesterone-mediated oocyte maturation']	1	0.56987000	0.81129525	0.43884561	1.00000000	1.00000000	0.40876832	1.00000000	0.88915111	0.95431416	0.99980000	0.41982046	0.99997000	['ANAPC7']
'0.05%'	hsa04010	['MAPK signaling pathway']	3	2.42935000	0.30439214	0.44200558	1.00000000	1.00000000	0.40876832	1.00000000	0.77605224	0.89779229	0.99980000	0.41982046	0.99997000	['CACNB3', 'FGF7', 'MAPKAPK5']
'0.5%'	hsa00430	['Taurine and hypotaurine metabolism']	1	0.52051000	0.94200221	0.44273557	0.77225380	1.00000000	0.40876832	1.00000000	0.92742073	1.00000000	0.99997000	0.41982046	0.99997000	['CSAD']
'0.1%'	hsa04722	['Neurotrophin signaling pathway']	2	1.49644000	0.41846557	0.44493555	1.00000000	1.00000000	0.40876832	1.00000000	0.81241188	0.94585799	0.99985000	0.41982046	0.99997000	['MAPK7', 'SH2B3']
'0.5%'	hsa04915	['Estrogen signaling pathway']	9	8.24993000	0.12554312	0.44568554	0.77299371	1.00000000	0.40876832	1.00000000	0.69776302	1.00000000	0.99997000	0.41300944	0.99997000	['AKT2', 'EGFR', 'GNAO1', 'GRM1', 'ITPR2', 'NCOA3', 'SHC4', 'SP1', 'SRC']
'0.1%'	hsa04610	['Complement and coagulation cascades']	1	0.59248000	0.75516164	0.44961550	1.00000000	1.00000000	0.40876832	1.00000000	0.88100119	0.96930681	0.99985000	0.41982046	0.99997000	['SERPINC1']
'0.5%'	hsa04659	['Th17 cell differentiation']	5	4.37927000	0.19123769	0.45117549	0.78071656	1.00000000	0.40876832	1.00000000	0.73069269	1.00000000	0.99997000	0.41982046	0.99997000	['CHUK', 'NFATC3', 'NFKB1', 'PPP3CB', 'RELA']
'0.05%'	hsa00536	['Glycosaminoglycan binding proteins']	2	1.52657000	0.38970625	0.45609544	1.00000000	1.00000000	0.40876832	1.00000000	0.80627194	0.90681596	0.99980000	0.41982046	0.99997000	['FGF7', 'WNT1']
'0.1%'	hsa05017	['Spinocerebellar ataxia']	3	2.49866000	0.26380790	0.46036540	1.00000000	1.00000000	0.40876832	1.00000000	0.76225238	0.90735123	0.99985000	0.41982046	0.99997000	['ATP2A2', 'ATXN2', 'SP1']
'0.5%'	hsa05152	['Tuberculosis']	6	5.43077000	0.14380574	0.46311537	0.79034050	1.00000000	0.40876832	1.00000000	0.70304297	1.00000000	0.99997000	0.41638554	0.99997000	['AKT2', 'IL12A', 'NFKB1', 'PPP3CB', 'RELA', 'SRC']
'0.05%'	hsa04210	['Apoptosis']	1	0.61406000	0.70354847	0.46405536	1.00000000	1.00000000	0.40876832	1.00000000	0.87613124	0.94992783	0.99980000	0.41982046	0.99997000	['TUBA1A']
'0.1%'	hsa04812	['Cytoskeleton proteins']	7	6.42902000	0.12275608	0.46502535	1.00000000	1.00000000	0.40876832	1.00000000	0.68462315	0.82804226	0.99985000	0.40476323	0.99997000	['HOOK3', 'KIF22', 'KIF3C', 'KLC3', 'PPL', 'SEPT12', 'TUBA1A']
'0.5%'	hsa00220	['Arginine biosynthesis']	1	0.60162000	0.73307557	0.46534535	0.79034050	1.00000000	0.40876832	1.00000000	0.88372116	1.00000000	0.99997000	0.41982046	0.99997000	['GPT2']
'0.5%'	hsa05213	['Endometrial cancer']	4	3.48055000	0.20068470	0.46657533	0.79034050	1.00000000	0.40876832	1.00000000	0.74475255	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'EGFR', 'ERBB2', 'LEF1']
'0.05%'	hsa04022	['cGMP-PKG signaling pathway']	2	1.56877000	0.35036615	0.46978530	1.00000000	1.00000000	0.40876832	1.00000000	0.79462205	0.90681596	0.99980000	0.41982046	0.99997000	['ATP2A2', 'PPP1CC']
'0.1%'	hsa04146	['Peroxisome']	1	0.62930000	0.66818015	0.47177528	1.00000000	1.00000000	0.40876832	1.00000000	0.87002130	0.95826735	0.99985000	0.41982046	0.99997000	['PEX13']
'0.1%'	hsa00280	['Valine, leucine and isoleucine degradation']	1	0.63404000	0.65735424	0.47668523	1.00000000	1.00000000	0.40876832	1.00000000	0.86892131	0.95815391	0.99985000	0.41982046	0.99997000	['ALDH2']
'0.1%'	hsa04147	['Exosome']	8	7.50569000	0.09201529	0.47837522	1.00000000	1.00000000	0.40876832	1.00000000	0.66474335	0.82804226	0.99985000	0.39919388	0.99997000	['ERBB2', 'ITGB7', 'MVP', 'PDIA3', 'RAB35', 'SEPT12', 'SERPINC1', 'TUBA1A']
