Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	fdr_enrich	BHfdr_enrich	p_deplete	fdr_deplete	BHfdr_deplete	Genes
0.1%	hsa05323	['Rheumatoid arthritis']	2	0.53514000	1.90201173	0.09981900	0.25651117	1.00000000	0.98354016	0.42134190	0.99997000	['CD28', 'CTLA4']
0.05%	hsa05010	['Alzheimer disease']	4	1.77218000	1.17447485	0.10146899	0.25974512	1.00000000	0.96869031	0.42134190	0.99997000	['ATP2A2', 'KLC3', 'TUBA1A', 'WNT1']
0.05%	hsa00330	['Arginine and proline metabolism']	1	0.10860000	3.20290399	0.10357896	0.26291284	1.00000000	0.99511005	0.42134190	0.99997000	['ALDH2']
0.1%	hsa05332	['Graft-versus-host disease']	1	0.11054000	3.17735958	0.10438896	0.26291284	1.00000000	0.99405006	0.42134190	0.99997000	['CD28']
0.1%	hsa04144	['Endocytosis']	6	3.27110000	0.87518664	0.10527895	0.26291284	1.00000000	0.95784042	0.42134190	0.99997000	['CYTH3', 'EPN2', 'RAB35', 'VPS29', 'VPS35', 'VPS45']
0.1%	hsa05330	['Allograft rejection']	1	0.11196000	3.15894470	0.10555894	0.26291284	1.00000000	0.99387006	0.42134190	0.99997000	['CD28']
0.05%	hsa03021	['Transcription machinery']	3	1.14808000	1.38573933	0.10637894	0.26291284	1.00000000	0.97280027	0.42134190	0.99997000	['GPN3', 'PPP1CC', 'SYMPK']
0.5%	hsa03000	['Transcription factors']	43	35.76145000	0.26593143	0.10697893	0.26291284	1.00000000	0.92251077	0.42134190	0.99997000	['ATF1', 'ATF7', 'BBX', 'BHLHE41', 'CREM', 'CTCF', 'CUX2', 'IKZF4', 'KMT2D', 'LEF1', 'MXD3', 'MYT1L', 'NFATC3', 'NFE2L3', 'NFIX', 'NFKB1', 'NR0B2', 'NR6A1', 'PBX3', 'POU3F1', 'PRDM16', 'RAI1', 'RBPJ', 'REL', 'RELA', 'RFX2', 'RUNX2', 'SP1', 'SP7', 'TBX15', 'TCF4', 'TFAP4', 'TGIF2', 'THAP1', 'ZEB2', 'ZFHX3', 'ZKSCAN1', 'ZNF141', 'ZNF200', 'ZNF423', 'ZNF500', 'ZNF689', 'ZNF764']
0.5%	hsa03420	['Nucleotide excision repair']	3	1.17182000	1.35621152	0.10715893	0.26291284	1.00000000	0.97396026	0.42134190	0.99997000	['ERCC2', 'GTF2H3', 'RAD23A']
0.5%	hsa04934	['Cushing syndrome']	13	9.09838000	0.51483003	0.10747893	0.26291284	1.00000000	0.94321057	0.42134190	0.99997000	['CDK4', 'CRHR1', 'CYP17A1', 'DVL2', 'EGFR', 'ITPR2', 'KMT2D', 'LEF1', 'PDE8A', 'SCARB1', 'SP1', 'WNT1', 'WNT10B']
0.5%	hsa05205	['Proteoglycans in cancer']	17	12.60502000	0.43153634	0.10797892	0.26291284	1.00000000	0.93745063	0.42134190	0.99997000	['AKT2', 'CD63', 'EGFR', 'ERBB2', 'FLNC', 'HPSE2', 'ITPR2', 'NUDT16L1', 'PPP1CC', 'PXN', 'RAC1', 'RPS6KB1', 'SRC', 'TFAP4', 'VAV2', 'WNT1', 'WNT10B']
0.05%	hsa05410	['Hypertrophic cardiomyopathy (HCM)']	3	1.17061000	1.35770199	0.10842892	0.26291284	1.00000000	0.97432026	0.42134190	0.99997000	['ATP2A2', 'CACNB3', 'PRKAG1']
0.5%	hsa04920	['Adipocytokine signaling pathway']	6	3.36544000	0.83416736	0.11073889	0.26291284	1.00000000	0.95813042	0.42134190	0.99997000	['AKT2', 'CHUK', 'NFKB1', 'PRKAA2', 'PRKAG1', 'RELA']
0.5%	hsa05202	['Transcriptional misregulation in cancer']	13	9.10304000	0.51409130	0.11107889	0.26291284	1.00000000	0.94001060	0.42134190	0.99997000	['AFF1', 'ATF1', 'CCNT1', 'ITGB7', 'NFKB1', 'PBX3', 'REL', 'RELA', 'RUNX1T1', 'RUNX2', 'SIN3A', 'SP1', 'WHSC1']
0.5%	hsa05170	['Human immunodeficiency virus 1 infection']	13	9.12708000	0.51028634	0.11133889	0.26291284	1.00000000	0.93879061	0.42134190	0.99997000	['AKT2', 'CHUK', 'GNAO1', 'ITPR2', 'NFATC3', 'NFKB1', 'PDIA3', 'PPP3CB', 'PXN', 'RAC1', 'RELA', 'RPS6KB1', 'TAB2']
0.5%	hsa04150	['mTOR signaling pathway']	11	7.42106000	0.56780635	0.11228888	0.26291284	1.00000000	0.94225058	0.42134190	0.99997000	['AKT2', 'ATP6V1D', 'CHUK', 'DVL2', 'LAMTOR1', 'LAMTOR3', 'PRKAA2', 'RPS6KB1', 'ULK2', 'WNT1', 'WNT10B']
0.5%	hsa03012	['Translation factors']	4	1.90637000	1.06917185	0.11616884	0.26291284	1.00000000	0.96361036	0.42134190	0.99997000	['EIF2B1', 'EIF5B', 'MTIF2', 'TSFM']
0.5%	hsa05140	['Leishmaniasis']	4	1.92058000	1.05845794	0.11828882	0.26291284	1.00000000	0.96336037	0.42134190	0.99997000	['IL12A', 'NFKB1', 'RELA', 'TAB2']
0.5%	hsa04210	['Apoptosis']	8	5.04125000	0.66621850	0.11879881	0.26291284	1.00000000	0.94613054	0.42134190	0.99997000	['AKT2', 'BBC3', 'CHUK', 'ITPR2', 'NFKB1', 'RELA', 'TUBA1A', 'TUBA1B']
0.05%	hsa00790	['Folate biosynthesis']	1	0.12545000	2.99481562	0.11942881	0.26291284	1.00000000	0.99411006	0.42134190	0.99997000	['GPHN']
0.05%	hsa00071	['Fatty acid degradation']	1	0.12854000	2.95971072	0.12100879	0.26291284	1.00000000	0.99273007	0.42134190	0.99997000	['ALDH2']
0.1%	hsa05016	['Huntington disease']	5	2.63212000	0.92570283	0.12187878	0.26291284	1.00000000	0.95336047	0.42134190	0.99997000	['KLC3', 'NDUFA11', 'SIN3A', 'SP1', 'TUBA1A']
0.5%	hsa04350	['TGF-beta signaling pathway']	7	4.30218000	0.70228703	0.12299877	0.26291284	1.00000000	0.94737053	0.42134190	0.99997000	['ACVR1B', 'ACVR2A', 'AMHR2', 'NEO1', 'RPS6KB1', 'SP1', 'TGIF2']
0.05%	hsa05164	['Influenza A']	2	0.60916000	1.71510688	0.12331877	0.26291284	1.00000000	0.97742023	0.42134190	0.99997000	['KPNA6', 'XPO1']
0.1%	hsa01524	['Platinum drug resistance']	2	0.61226000	1.70778366	0.12351876	0.26291284	1.00000000	0.97785022	0.42134190	0.99997000	['ERBB2', 'POLH']
0.05%	hsa04121	['Ubiquitin system']	7	4.18553000	0.74194460	0.12388876	0.26291284	1.00000000	0.94409056	0.42134190	0.99997000	['ANAPC7', 'BRAP', 'FBXW10', 'KCTD13', 'RC3H1', 'USP34', 'USP42']
0.1%	hsa05010	['Alzheimer disease']	6	3.41257000	0.81410386	0.12469875	0.26291284	1.00000000	0.94673053	0.42134190	0.99997000	['ATP2A2', 'KLC3', 'MCU', 'NDUFA11', 'TUBA1A', 'WNT1']
0.5%	hsa04110	['Cell cycle']	7	4.27251000	0.71227105	0.12737873	0.26291284	1.00000000	0.94330057	0.42134190	0.99997000	['ANAPC7', 'CDK4', 'FZR1', 'MCM4', 'MCM7', 'ORC4', 'PRKDC']
0.1%	hsa05168	['Herpes simplex virus 1 infection']	4	1.90383000	1.07109534	0.12901871	0.26291284	1.00000000	0.95375046	0.42134190	0.99997000	['PDIA3', 'PPP1CC', 'ZNF689', 'ZNF764']
0.05%	hsa04550	['Signaling pathways regulating pluripotency of stem cells']	2	0.62906000	1.66873047	0.13006870	0.26291284	1.00000000	0.97553024	0.42134190	0.99997000	['WNT1', 'ZFHX3']
0.5%	hsa05203	['Viral carcinogenesis']	10	6.91786000	0.53160228	0.14111859	0.27959826	1.00000000	0.92581074	0.42134190	0.99997000	['CDK4', 'GTF2H3', 'NFKB1', 'PXN', 'RAC1', 'RBPJ', 'REL', 'RELA', 'SND1', 'SRC']
0.5%	hsa03009	['Ribosome biogenesis']	9	6.08525000	0.56460847	0.14492855	0.28995031	1.00000000	0.92535075	0.42134190	0.99997000	['DDX10', 'DDX55', 'ERAL1', 'GNL2', 'MDN1', 'NOP58', 'RRP12', 'URB2', 'XPO1']
0.05%	hsa04931	['Insulin resistance']	2	0.68578000	1.54418226	0.14953850	0.29827460	1.00000000	0.96997030	0.42134190	0.99997000	['PPP1CC', 'PRKAG1']
0.5%	hsa04550	['Signaling pathways regulating pluripotency of stem cells']	8	5.25903000	0.60520327	0.14985850	0.29827460	1.00000000	0.92593074	0.42134190	0.99997000	['ACVR1B', 'ACVR2A', 'AKT2', 'DVL2', 'PCGF6', 'WNT1', 'WNT10B', 'ZFHX3']
0.5%	hsa05340	['Primary immunodeficiency']	2	0.69618000	1.52246773	0.15021850	0.29827460	1.00000000	0.97115029	0.42134190	0.99997000	['BLNK', 'ICOS']
0.1%	hsa05012	['Parkinson disease']	4	2.09435000	0.93349744	0.15074849	0.29827460	1.00000000	0.94778052	0.42134190	0.99997000	['KLC3', 'MCU', 'NDUFA11', 'TUBA1A']
0.5%	hsa04380	['Osteoclast differentiation']	8	5.33922000	0.58337100	0.15618844	0.29850586	1.00000000	0.92231078	0.42134190	0.99997000	['AKT2', 'BLNK', 'CHUK', 'NFKB1', 'PPP3CB', 'RAC1', 'RELA', 'TAB2']
0.05%	hsa00010	['Glycolysis / Gluconeogenesis']	1	0.17093000	2.54852247	0.15730843	0.29850586	1.00000000	0.98714013	0.42134190	0.99997000	['ALDH2']
0.05%	hsa00620	['Pyruvate metabolism']	1	0.17498000	2.51473806	0.16206838	0.30574795	1.00000000	0.98772012	0.42134190	0.99997000	['ALDH2']
0.1%	hsa03450	['Non-homologous end-joining']	1	0.17539000	2.51136160	0.16272837	0.30716273	1.00000000	0.98773012	0.42134190	0.99997000	['PRKDC']
0.5%	hsa03008	['Ribosome biogenesis in eukaryotes']	4	2.17710000	0.87759232	0.16350836	0.30716273	1.00000000	0.94344057	0.42134190	0.99997000	['GNL2', 'MDN1', 'NOP58', 'XPO1']
0.05%	hsa00380	['Tryptophan metabolism']	1	0.17765000	2.49289041	0.16384836	0.30716273	1.00000000	0.98709013	0.42134190	0.99997000	['ALDH2']
0.5%	hsa05220	['Chronic myeloid leukemia']	6	3.76331000	0.67296037	0.16567834	0.30716273	1.00000000	0.92634074	0.42134190	0.99997000	['AKT2', 'CDK4', 'CHUK', 'NFKB1', 'RELA', 'SHC4']
0.5%	hsa03110	['Chaperones and folding catalysts']	9	6.23482000	0.52957709	0.16603834	0.30716273	1.00000000	0.91161088	0.42134190	0.99997000	['BAG3', 'CWC27', 'DNAJA2', 'DNAJB14', 'FKBP11', 'FKBP3', 'HSPB11', 'PDIA3', 'PPIB']
0.05%	hsa04114	['Oocyte meiosis']	2	0.74374000	1.42712973	0.17013830	0.30998972	1.00000000	0.96307037	0.42134190	0.99997000	['ANAPC7', 'PPP1CC']
0.05%	hsa04910	['Insulin signaling pathway']	2	0.74251000	1.42951764	0.17067829	0.30998972	1.00000000	0.96207038	0.42134190	0.99997000	['PPP1CC', 'PRKAG1']
0.5%	hsa04722	['Neurotrophin signaling pathway']	9	6.32323000	0.50926330	0.17125829	0.30998972	1.00000000	0.91005090	0.42134190	0.99997000	['AKT2', 'MAP2K5', 'MAPK7', 'NFKB1', 'RAC1', 'RELA', 'RPS6KA5', 'SH2B3', 'SHC4']
0.1%	hsa05202	['Transcriptional misregulation in cancer']	4	2.17755000	0.87729415	0.17171828	0.30998972	1.00000000	0.93296067	0.42134190	0.99997000	['ITGB7', 'REL', 'SIN3A', 'SP1']
0.5%	hsa00620	['Pyruvate metabolism']	3	1.46223000	1.03679224	0.17198828	0.30998972	1.00000000	0.94983050	0.42134190	0.99997000	['ACYP2', 'ALDH2', 'ALDH3A2']
0.5%	hsa04931	['Insulin resistance']	8	5.52338000	0.53444861	0.17333827	0.30998972	1.00000000	0.91343087	0.42134190	0.99997000	['AKT2', 'NFKB1', 'PPP1CC', 'PRKAA2', 'PRKAG1', 'PRKCE', 'RELA', 'RPS6KB1']
0.05%	hsa03400	['DNA repair and recombination proteins']	3	1.43616000	1.06274601	0.17382826	0.30998972	1.00000000	0.94469055	0.42134190	0.99997000	['PRKDC', 'RAD9B', 'REV1']
0.5%	hsa00240	['Pyrimidine metabolism']	4	2.27682000	0.81297976	0.17423826	0.30998972	1.00000000	0.94099059	0.42134190	0.99997000	['CMPK1', 'CTPS1', 'NT5C2', 'NT5M']
0.1%	hsa03032	['DNA replication proteins']	2	0.75673000	1.40214945	0.17494825	0.30998972	1.00000000	0.95986040	0.42134190	0.99997000	['PRKDC', 'TOP3A']
0.5%	hsa00600	['Sphingolipid metabolism']	4	2.24385000	0.83402376	0.17737823	0.30998972	1.00000000	0.93632064	0.42134190	0.99997000	['CERS2', 'CERS5', 'SGMS1', 'SMPD3']
0.1%	hsa04260	['Cardiac muscle contraction']	3	1.49860000	1.00134714	0.17989820	0.30998972	1.00000000	0.94728053	0.42134190	0.99997000	['ATP2A2', 'CACNA2D3', 'CACNB3']
0.1%	hsa04010	['MAPK signaling pathway']	7	4.65457000	0.58870703	0.18098819	0.30998972	1.00000000	0.90879091	0.42134190	0.99997000	['CACNA2D3', 'CACNB3', 'ERBB2', 'FGF7', 'MAP3K12', 'MAPK7', 'MAPKAPK5']
0.1%	hsa03021	['Transcription machinery']	4	2.22866000	0.84382346	0.18227818	0.30998972	1.00000000	0.92943071	0.42134190	0.99997000	['GPN3', 'MED9', 'PPP1CC', 'SYMPK']
0.05%	hsa05224	['Breast cancer']	2	0.78197000	1.35481483	0.18379816	0.30998972	1.00000000	0.95684043	0.42134190	0.99997000	['FGF7', 'WNT1']
0.05%	hsa04260	['Cardiac muscle contraction']	2	0.79112000	1.33803155	0.18482815	0.30998972	1.00000000	0.96121039	0.42134190	0.99997000	['ATP2A2', 'CACNB3']
0.05%	hsa03041	['Spliceosome']	3	1.49728000	1.00261846	0.18540815	0.30998972	1.00000000	0.94249058	0.42134190	0.99997000	['DDX23', 'PPP1CC', 'SF3B4']
0.05%	hsa04261	['Adrenergic signaling in cardiomyocytes']	3	1.49979000	1.00020199	0.18638814	0.30998972	1.00000000	0.93976060	0.42134190	0.99997000	['ATP2A2', 'CACNB3', 'PPP1CC']
0.5%	hsa04120	['Ubiquitin mediated proteolysis']	9	6.51757000	0.46559083	0.18643814	0.30998972	1.00000000	0.90045100	0.42134190	0.99997000	['ANAPC7', 'BIRC6', 'CUL2', 'FZR1', 'HERC4', 'MGRN1', 'SAE1', 'TRIP12', 'UBE2H']
0.1%	hsa00350	['Tyrosine metabolism']	1	0.20437000	2.29074466	0.18675813	0.30998972	1.00000000	0.98336017	0.42134190	0.99997000	['ALDH3A1']
0.5%	hsa05225	['Hepatocellular carcinoma']	11	8.19332000	0.42498346	0.18723813	0.30998972	1.00000000	0.89225108	0.42134190	0.99997000	['AKT2', 'ARID1A', 'ARID2', 'CDK4', 'DVL2', 'EGFR', 'LEF1', 'RPS6KB1', 'SHC4', 'WNT1', 'WNT10B']
0.5%	hsa04066	['HIF-1 signaling pathway']	8	5.63640000	0.50522600	0.18982810	0.30998972	1.00000000	0.90201098	0.42134190	0.99997000	['AKT2', 'ALDOC', 'CUL2', 'EGFR', 'ERBB2', 'NFKB1', 'RELA', 'RPS6KB1']
0.1%	hsa00980	['Metabolism of xenobiotics by cytochrome P450']	1	0.21576000	2.21250067	0.19165808	0.31004149	1.00000000	0.97792022	0.42134190	0.99997000	['ALDH3A1']
0.1%	hsa00330	['Arginine and proline metabolism']	1	0.21258000	2.23392222	0.19270807	0.31049984	1.00000000	0.98130019	0.42134190	0.99997000	['ALDH2']
0.5%	hsa03051	['Proteasome']	3	1.52241000	0.97860556	0.19413806	0.31078611	1.00000000	0.93636064	0.42134190	0.99997000	['PSMB7', 'PSME4', 'RAD23A']
0.1%	hsa04940	['Type I diabetes mellitus']	1	0.21564000	2.21330328	0.19518805	0.31078611	1.00000000	0.98081019	0.42134190	0.99997000	['CD28']
0.1%	hsa04612	['Antigen processing and presentation']	1	0.21812000	2.19680603	0.19539805	0.31078611	1.00000000	0.97885021	0.42134190	0.99997000	['PDIA3']
0.1%	hsa04031	['GTP-binding proteins']	3	1.53318000	0.96843542	0.19588804	0.31078611	1.00000000	0.93435066	0.42134190	0.99997000	['RAB34', 'RAB35', 'RHEBL1']
0.05%	hsa04218	['Cellular senescence']	2	0.81829000	1.28931587	0.19648804	0.31078611	1.00000000	0.95189048	0.42134190	0.99997000	['PPP1CC', 'RAD9B']
0.1%	hsa05414	['Dilated cardiomyopathy (DCM)']	4	2.32608000	0.78209928	0.19780802	0.31078611	1.00000000	0.92535075	0.42134190	0.99997000	['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7']
0.5%	hsa05133	['Pertussis']	3	1.58912000	0.91673443	0.20668793	0.32314054	1.00000000	0.93180068	0.42134190	0.99997000	['IL12A', 'NFKB1', 'RELA']
0.1%	hsa00982	['Drug metabolism - cytochrome P450']	1	0.23070000	2.11591009	0.20680793	0.32314054	1.00000000	0.97773022	0.42134190	0.99997000	['ALDH3A1']
0.5%	hsa03030	['DNA replication']	2	0.84970000	1.23497453	0.20699793	0.32314054	1.00000000	0.95145049	0.42134190	0.99997000	['MCM4', 'MCM7']
0.5%	hsa05016	['Huntington disease']	14	11.07452000	0.33818266	0.20829792	0.32314054	1.00000000	0.86823132	0.42134190	0.99997000	['ATP5G2', 'BBC3', 'CLTC', 'DNAH7', 'KLC3', 'NDUFA11', 'NDUFB10', 'PSMB7', 'SIN3A', 'SLC1A3', 'SP1', 'TUBA1A', 'TUBA1B', 'ULK2']
0.1%	hsa04218	['Cellular senescence']	3	1.58241000	0.92283905	0.20902791	0.32314054	1.00000000	0.92792072	0.42134190	0.99997000	['MCU', 'PPP1CC', 'RAD9B']
0.5%	hsa04145	['Phagosome']	6	4.02530000	0.57586619	0.20970790	0.32314054	1.00000000	0.89824102	0.42134190	0.99997000	['ATP6V1D', 'RAC1', 'SCARB1', 'STX12', 'TUBA1A', 'TUBA1B']
0.5%	hsa00190	['Oxidative phosphorylation']	4	2.36900000	0.75572180	0.21051789	0.32314054	1.00000000	0.91523085	0.42134190	0.99997000	['ATP5G2', 'ATP6V1D', 'NDUFA11', 'NDUFB10']
0.5%	hsa05145	['Toxoplasmosis']	7	4.92581000	0.50699394	0.21227788	0.32314054	1.00000000	0.89421106	0.42134190	0.99997000	['AKT2', 'CHUK', 'GNAO1', 'IL12A', 'NFKB1', 'RELA', 'TAB2']
0.05%	hsa00410	['beta-Alanine metabolism']	1	0.23490000	2.08988138	0.21306787	0.32314054	1.00000000	0.97927021	0.42134190	0.99997000	['ALDH2']
0.05%	hsa04810	['Regulation of actin cytoskeleton']	3	1.59477000	0.91161413	0.21318787	0.32314054	1.00000000	0.92529075	0.42134190	0.99997000	['ARHGEF4', 'FGF7', 'PPP1CC']
0.05%	hsa03460	['Fanconi anemia pathway']	1	0.23786000	2.07181542	0.21363786	0.32314054	1.00000000	0.97731023	0.42134190	0.99997000	['REV1']
0.5%	hsa05167	['Kaposi sarcoma-associated herpesvirus infection']	10	7.55183000	0.40510181	0.21559784	0.32314054	1.00000000	0.87371126	0.42134190	0.99997000	['AKT2', 'CDK4', 'CHUK', 'ITPR2', 'NFATC3', 'NFKB1', 'PPP3CB', 'RAC1', 'RELA', 'SRC']
0.5%	hsa05226	['Gastric cancer']	10	7.56398000	0.40278255	0.21570784	0.32314054	1.00000000	0.87605124	0.42134190	0.99997000	['AKT2', 'DVL2', 'EGFR', 'ERBB2', 'FGF7', 'LEF1', 'RPS6KB1', 'SHC4', 'WNT1', 'WNT10B']
0.1%	hsa05412	['Arrhythmogenic right ventricular cardiomyopathy (ARVC)']	4	2.42266000	0.72340805	0.21655783	0.32314054	1.00000000	0.91510085	0.42134190	0.99997000	['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7']
0.1%	hsa00790	['Folate biosynthesis']	1	0.24114000	2.05205711	0.22054779	0.32314054	1.00000000	0.98043020	0.42134190	0.99997000	['GPHN']
0.05%	hsa04710	['Circadian rhythm']	1	0.24665000	2.01946281	0.22088779	0.32314054	1.00000000	0.97602024	0.42134190	0.99997000	['PRKAG1']
0.1%	hsa00071	['Fatty acid degradation']	1	0.25018000	1.99896163	0.22234778	0.32314054	1.00000000	0.97412026	0.42134190	0.99997000	['ALDH2']
0.5%	hsa03050	['Proteasome']	2	0.89526000	1.15962137	0.22579774	0.32314054	1.00000000	0.94100059	0.42134190	0.99997000	['PSMB7', 'PSME4']
0.05%	hsa00970	['Aminoacyl-tRNA biosynthesis']	1	0.26191000	1.93285695	0.23228768	0.33414681	1.00000000	0.97277027	0.42134190	0.99997000	['DARS2']
0.05%	hsa03008	['Ribosome biogenesis in eukaryotes']	1	0.26424000	1.92007922	0.23419766	0.33513148	1.00000000	0.97213028	0.42134190	0.99997000	['XPO1']
0.1%	hsa03420	['Nucleotide excision repair']	1	0.26661000	1.90719720	0.23533765	0.33635316	1.00000000	0.97111029	0.42134190	0.99997000	['RAD23A']
0.05%	hsa05226	['Gastric cancer']	2	0.92866000	1.10677760	0.23691763	0.33798014	1.00000000	0.93377066	0.42134190	0.99997000	['FGF7', 'WNT1']
0.1%	hsa03000	['Transcription factors']	11	8.57802000	0.35878694	0.23951760	0.34088802	1.00000000	0.85040150	0.42134190	0.99997000	['ATF7', 'CUX2', 'KMT2D', 'MYT1L', 'NFIX', 'RAI1', 'REL', 'SP1', 'ZFHX3', 'ZNF689', 'ZNF764']
0.5%	hsa04940	['Type I diabetes mellitus']	2	0.94288000	1.08485392	0.24174758	0.34383599	1.00000000	0.93734063	0.42134190	0.99997000	['CD28', 'IL12A']
0.5%	hsa04010	['MAPK signaling pathway']	22	18.89412000	0.21956620	0.24296757	0.34390790	1.00000000	0.82843172	0.42134190	0.99997000	['AKT2', 'CACNA2D3', 'CACNB3', 'CHUK', 'EGFR', 'ERBB2', 'FGF7', 'FLNC', 'KITLG', 'LAMTOR3', 'MAP2K5', 'MAP3K12', 'MAPK7', 'MAPKAPK5', 'NFATC3', 'NFKB1', 'NLK', 'PPP3CB', 'RAC1', 'RELA', 'RPS6KA5', 'TAB2']
0.5%	hsa00601	['Glycosphingolipid biosynthesis - lacto and neolacto series']	2	0.94714000	1.07835040	0.24366756	0.34390790	1.00000000	0.93967060	0.42134190	0.99997000	['FUT5', 'ST8SIA1']
0.1%	hsa04215	['Apoptosis - multiple species']	1	0.27558000	1.85945691	0.24442756	0.34390790	1.00000000	0.97097029	0.42134190	0.99997000	['BIRC6']
0.05%	hsa05217	['Basal cell carcinoma']	1	0.28073000	1.83274485	0.24544755	0.34436698	1.00000000	0.96766032	0.42134190	0.99997000	['WNT1']
0.1%	hsa00531	['Glycosaminoglycan degradation']	1	0.27428000	1.86627867	0.24725753	0.34621328	1.00000000	0.97457025	0.42134190	0.99997000	['HPSE2']
0.1%	hsa05204	['Chemical carcinogenesis']	1	0.28431000	1.81446325	0.24827752	0.34621328	1.00000000	0.96729033	0.42134190	0.99997000	['ALDH3A1']
0.5%	hsa05321	['Inflammatory bowel disease (IBD)']	3	1.75177000	0.77614913	0.25498745	0.35141670	1.00000000	0.90521095	0.42134190	0.99997000	['IL12A', 'NFKB1', 'RELA']
0.1%	hsa04216	['Ferroptosis']	1	0.29231000	1.77442891	0.25571744	0.35141670	1.00000000	0.96647034	0.42134190	0.99997000	['PCBP2']
0.5%	hsa04370	['VEGF signaling pathway']	5	3.48771000	0.51964801	0.25782742	0.35141670	1.00000000	0.88525115	0.42134190	0.99997000	['AKT2', 'PPP3CB', 'PXN', 'RAC1', 'SRC']
0.1%	hsa04110	['Cell cycle']	2	0.99279000	1.01043951	0.26086739	0.35424955	1.00000000	0.92411076	0.42134190	0.99997000	['ANAPC7', 'PRKDC']
0.5%	hsa04142	['Lysosome']	6	4.35360000	0.46275364	0.26138739	0.35424955	1.00000000	0.86673133	0.42134190	0.99997000	['AP4M1', 'AP4S1', 'CD63', 'CLTC', 'DNASE2', 'PLA2G15']
0.5%	hsa01524	['Platinum drug resistance']	4	2.62178000	0.60945337	0.26407736	0.35424955	1.00000000	0.88706113	0.42134190	0.99997000	['AKT2', 'BBC3', 'ERBB2', 'POLH']
0.5%	hsa04668	['TNF signaling pathway']	6	4.37561000	0.45547834	0.26522735	0.35424955	1.00000000	0.86337137	0.42134190	0.99997000	['AKT2', 'CHUK', 'NFKB1', 'RELA', 'RPS6KA5', 'TAB2']
0.5%	hsa05320	['Autoimmune thyroid disease']	2	1.01730000	0.97525481	0.26738733	0.35682033	1.00000000	0.93309067	0.42134190	0.99997000	['CD28', 'CTLA4']
0.1%	hsa05226	['Gastric cancer']	3	1.79597000	0.74019925	0.26792732	0.35682033	1.00000000	0.89532105	0.42134190	0.99997000	['ERBB2', 'FGF7', 'WNT1']
0.5%	hsa00140	['Steroid hormone biosynthesis']	2	1.01685000	0.97589312	0.26931731	0.35682033	1.00000000	0.92527075	0.42134190	0.99997000	['CYP17A1', 'CYP19A1']
0.5%	hsa05100	['Bacterial invasion of epithelial cells']	7	5.36387000	0.38408065	0.27130729	0.35682033	1.00000000	0.86045140	0.42134190	0.99997000	['CLTC', 'PXN', 'RAC1', 'SEPT12', 'SHC4', 'SRC', 'WASF2']
0.5%	hsa04975	['Fat digestion and absorption']	2	1.02419000	0.96551662	0.27313727	0.35682033	1.00000000	0.92017080	0.42134190	0.99997000	['PLA2G3', 'SCARB1']
0.05%	hsa04146	['Peroxisome']	1	0.32199000	1.63491221	0.27666723	0.36090051	1.00000000	0.95909041	0.42134190	0.99997000	['PEX13']
0.1%	hsa04921	['Oxytocin signaling pathway']	5	3.56491000	0.48806244	0.28101719	0.36731784	1.00000000	0.86062139	0.42134190	0.99997000	['CACNA2D3', 'CACNB3', 'MAPK7', 'PPP1CC', 'PRKAG1']
0.05%	hsa00280	['Valine, leucine and isoleucine degradation']	1	0.32788000	1.60876019	0.28266717	0.36813997	1.00000000	0.95869041	0.42134190	0.99997000	['ALDH2']
0.05%	hsa05166	['Human T-cell leukemia virus 1 infection']	2	1.05314000	0.92530277	0.28472715	0.36813997	1.00000000	0.91253087	0.42134190	0.99997000	['ANAPC7', 'XPO1']
0.05%	hsa04921	['Oxytocin signaling pathway']	3	1.86693000	0.68429467	0.28540715	0.36813997	1.00000000	0.88697113	0.42134190	0.99997000	['CACNB3', 'PPP1CC', 'PRKAG1']
0.1%	hsa04121	['Ubiquitin system']	10	8.08370000	0.30691231	0.28822712	0.37173779	1.00000000	0.81697183	0.42134190	0.99997000	['ANAPC7', 'BIRC6', 'BRAP', 'FBXL18', 'FBXW10', 'KCTD13', 'RC3H1', 'UCHL5', 'USP34', 'USP42']
0.5%	hsa01001	['Protein kinases']	41	37.61212000	0.12442628	0.28826712	0.37173779	1.00000000	0.77195228	0.42134190	0.99997000	['ACVR1B', 'ACVR2A', 'AKT2', 'AMHR2', 'BRD4', 'CDK4', 'CHUK', 'CSNK1G1', 'DAPK2', 'DMPK', 'EGFR', 'ERBB2', 'FER', 'HIPK3', 'LATS1', 'LMTK2', 'MAP2K5', 'MAP3K12', 'MAPK7', 'MAPKAPK5', 'MARK4', 'MAST1', 'MYLK3', 'NEK6', 'NEK7', 'NEK8', 'NLK', 'PHKG2', 'PRKAA2', 'PRKCE', 'PRKD1', 'PRKD3', 'PRKDC', 'RPS6KA5', 'RPS6KB1', 'SRC', 'SRPK2', 'TEX14', 'TLK2', 'TTBK2', 'ULK2']
0.1%	hsa04932	['Non-alcoholic fatty liver disease (NAFLD)']	2	1.06784000	0.90530450	0.28921711	0.37173779	1.00000000	0.91136089	0.42134190	0.99997000	['NDUFA11', 'PRKAG1']
