Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	within_fdr_enrich	within_BHfdr_enrich	all_fdr_enrich	all_BHfdr_enrich	p_deplete	within_fdr_deplete	within_BHfdr_deplete	all_fdr_deplete	all_BHfdr_deplete	Genes
0.05%	ltvip:0000074	['jev']	0	0.03242000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.96771032	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000073	['jcv']	0	0.04865000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95228048	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000067	['hiv2']	0	0.03100000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.96930031	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000134	['rotavirus']	0	0.04143000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95930041	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000138	['rvfv']	0	0.01006000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.98996010	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000061	['hhv6']	0	0.01248000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.98757012	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000059	['hev']	0	0.01051000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.98954010	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000057	['hdv']	0	0.20221000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.80523195	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000050	['foamyvirus']	0	0.02006000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.98001020	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000143	['sinv']	0	0.02849000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97184028	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000048	['fmdv']	0	0.02786000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97237028	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000088	['mhv']	0	0.08185000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.92063079	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000089	['mhv68']	0	0.06814000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.93342067	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000042	['ev71']	0	0.05132000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.94986050	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000144	['siv']	0	0.04778000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95302047	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000146	['tbev']	0	0.01384000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.98619014	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000029	['crpv']	0	0.00454000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.99548005	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000024	['chikv']	0	0.04097000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95953040	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	ltvip:0000047	['flv']	0	0.02684000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97334027	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000102	['ndv']	0	0.03924000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.96132039	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000156	['vzv']	0	0.05977000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.94161058	1.00000000	0.99999000	1.00000000	1.00000000	None
0.5%	ltvip:0000158	['wnv']	0	0.41117000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.64616354	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000153	['vsiv']	0	0.19862000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.81122189	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000146	['tbev']	0	0.12147000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.88325117	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000144	['siv']	0	0.38779000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.65448346	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000143	['sinv']	0	0.24922000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.77351226	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000138	['rvfv']	0	0.08836000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.91449086	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000136	['rsv']	0	0.14746000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.85814142	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000134	['rotavirus']	0	0.33794000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.70327297	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000120	['poxvirus']	0	0.87377000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.39908601	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000103	['nipahvirus']	0	0.09292000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.90930091	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000102	['ndv']	0	0.17248000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.83786162	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000101	['myxv']	0	0.19500000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.81511185	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000098	['mvm']	0	0.36944000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.65661343	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000091	['mmlv']	0	0.31216000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.71061289	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000088	['mhv']	0	0.68777000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.48192518	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000078	['lasv']	0	0.21692000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.78814212	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000074	['jev']	0	0.26055000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.74929251	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000067	['hiv2']	0	0.26655000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.76003240	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000061	['hhv6']	0	0.10845000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.89588104	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000059	['hev']	0	0.09223000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.91117089	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000057	['hdv']	0	1.14570000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.14828852	1.00000000	1.00000000	0.80082000	1.00000000	None
0.5%	ltvip:0000050	['foamyvirus']	0	0.16892000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.83687163	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000047	['flv']	0	0.22479000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.79500205	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000029	['crpv']	0	0.04176000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95874041	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000028	['coxsv']	0	0.24221000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.77718223	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000024	['chikv']	0	0.33942000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.69556304	1.00000000	1.00000000	1.00000000	1.00000000	None
0.5%	ltvip:0000014	['bhv']	0	0.11592000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.88901111	1.00000000	1.00000000	1.00000000	1.00000000	None
0.1%	ltvip:0000014	['bhv']	0	0.02639000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97401026	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000017	['blv']	0	0.13831000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.86611134	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000019	['bpv']	0	0.04285000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95775042	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000024	['chikv']	0	0.07786000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.92405076	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000153	['vsiv']	0	0.04524000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95532045	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000146	['tbev']	0	0.02756000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97265027	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000144	['siv']	0	0.09271000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.90983090	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000143	['sinv']	0	0.05610000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.94509055	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000138	['rvfv']	0	0.01970000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.98041020	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000136	['rsv']	0	0.03378000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.96653033	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000134	['rotavirus']	0	0.07895000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.92337077	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000127	['rabiesvirus']	0	0.08063000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.92163078	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000120	['poxvirus']	0	0.20127000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.81562184	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000118	['poliovirus']	0	0.04226000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95831042	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000103	['nipahvirus']	0	0.02054000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97964020	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000101	['myxv']	0	0.04491000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.95554044	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000098	['mvm']	0	0.09226000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.90937091	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000158	['wnv']	0	0.09490000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.90869091	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000091	['mmlv']	0	0.07380000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.92735073	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000089	['mhv68']	0	0.13340000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.87237128	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000088	['mhv']	0	0.16032000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.85007150	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000078	['lasv']	0	0.05200000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.94827052	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000074	['jev']	0	0.06213000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.93835062	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000073	['jcv']	0	0.09421000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.90932091	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000067	['hiv2']	0	0.06119000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.94005060	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000061	['hhv6']	0	0.02435000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97581024	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000059	['hev']	0	0.02048000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.97969020	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000057	['hdv']	0	0.36895000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.65673343	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000050	['foamyvirus']	0	0.03886000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.96146039	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000047	['flv']	0	0.05166000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.94927051	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000029	['crpv']	0	0.00936000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.99070009	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000028	['coxsv']	0	0.05573000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.94543055	1.00000000	0.99999000	1.00000000	1.00000000	None
0.1%	ltvip:0000090	['mlv']	0	0.20189000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.81657183	1.00000000	0.99999000	1.00000000	1.00000000	None
0.05%	mergedvip:0002016	['merged_Coronaviruses']	0	0.18888000		1.00000000	1.00000000	1.00000000	0.33333333	1.00000000	0.82726173	1.00000000	0.99999000	1.00000000	1.00000000	None
