chr	start	end	gene
10	103277839	103334235	COL17A1
10	103371155	103374770	SFR1
10	103378301	103480404	CFAP43
10	103502776	103515473	GSTO1
10	103516885	103547406	GSTO2
10	103557672	103579419	ITPRIP
10	103605950	103702946	CFAP58
10	105855152	106251953	SORCS1
10	109214577	109274168	XPNPEP1
10	109322568	109322972	RPL32
10	109361557	109491562	ADD3
10	109564191	109640760	MXI1
10	109648692	109660616	SMNDC1
10	109861783	109874912	DUSP5
10	109934785	109972802	SMC3
10	110013343	110207729	RBM20
10	110240071	110269053	PDCD4
10	110288627	110383320	SHOC2
10	110447978	110450370	ADRA2A
10	111539471	111573336	GPAM
10	111667988	111687591	TECTB
10	111760180	111812587	ACSL5
10	111814517	111831027	ZDHHC6
10	111831111	112206782	VTI1A
10	112335385	112562159	TCF7L2
10	112952630	112989223	HABP2
10	112988464	113065578	NRAP
10	113093385	113127970	CASP7
10	113158033	113187450	PLEKHS1
10	113242867	113262273	DCLRE1A
10	113263538	113321345	NHLRC2
10	113455048	113456767	ADRB1
10	113534290	113586701	CCDC186
10	113591381	113644371	TDRD1
10	113651391	113706232	VWA2
10	113709824	113823757	AFAP1L2
10	113850063	114081235	ABLIM1
10	114248837	114292542	FAM160B1
10	114365640	114405107	TRUB1
10	114521952	115376572	ATRNL1
10	115482698	115701581	GFRA1
10	115752005	115808447	CCDC172
10	115856349	115907516	PNLIPRP3
10	115975494	115998518	PNLIP
10	116089329	116095331	C10orf82
10	116096552	116132958	HSPA12A
10	116280354	116313386	ENO4
10	116315128	116436876	SHTN1
10	116564004	116569840	VAX1
10	116628901	116642124	KCNK18
10	116673122	116712833	SLC18A2
10	116716479	116808639	PDZD8
10	116982881	116989999	EMX2
10	117437824	117479780	RAB11FIP2
10	117749652	117782897	FAM204A
10	118034159	118036402	PRLHR
10	118122511	118199842	CACUL1
10	118472024	118472677	NANOS1
10	118477033	118526929	EIF3A
10	118553772	118579130	FAM45A
10	118583070	118609091	SFXN4
10	118611082	118621996	PRDX3
10	118650618	118898859	GRK5
10	118942456	118986266	RGS10
10	119016724	119040233	TIAL1
10	119096892	119124763	BAG3
10	119171559	119274881	INPP5F
10	119275198	119320783	MCMBP
10	119340410	119393289	SEC23IP
10	119919129	120054012	PLPP4
10	120320676	120378780	WDR11
10	120965946	121089405	FGFR2
10	121235346	121421932	ATE1
10	121450554	121468415	NSMCE4A
10	121482701	121747508	TACC2
10	121763837	121830645	BTBD16
10	121866977	121918534	PLEKHA1
10	121940906	121943129	ARMS2
10	121974356	122000745	HTRA1
10	122046348	122117274	DMBT1
10	122176200	122177976	C10orf120
10	122309865	122323588	CUZD1
10	122328734	122359489	FAM24B
10	122382067	122384461	FAM24A
10	122404208	122427614	C10orf88
10	122453604	122460185	PSTK
10	122465684	122482050	IKZF5
10	122482277	122524478	ACADSB
10	123157482	123185761	GPR26
10	123239997	123384468	CPXM2
10	123501047	123586638	CHST15
10	123939080	123960754	OAT
10	124003642	124058819	LHPP
10	124164337	124293275	FAM53B
10	124307757	124346754	METTL10
10	124356247	124389988	FAM175B
10	124498862	124548158	ZRANB1
10	124549563	124590163	CTBP2
10	125152716	125261865	TEX36
10	125299294	125343981	EDRF1
10	125346302	125355713	MMP21
10	125368469	125403204	UROS
10	125403471	125434224	BCCIP
10	125416656	125461836	DHX32
10	125477036	125601760	FANK1
10	125609497	125920523	ADAM12
10	126014451	126121565	C10orf90
10	126623359	127125254	DOCK1
10	126793839	126854523	FAM196A
10	127220654	127223980	NPS
10	127410667	127413253	FOXI2
10	127552170	127567221	CLRN3
10	127582026	127763598	PTPRE
10	127774390	127804261	MKI67
10	129158874	129463988	MGMT
10	129833833	129880456	GLRX3
10	130846464	131070821	TCERG1L
10	131759597	131782509	PPP2R2D
10	131793699	131807917	BNIP3
10	131931322	131972705	JAKMIP3
10	131991944	132012052	DPYSL4
10	132014139	132118017	STK32C
10	132142600	132188003	LRRC27
10	132207469	132228495	PWWP2B
10	132352395	132602489	INPP5A
10	132604939	132606153	NKX6-2
10	132985836	133039337	KNDC1
10	133051940	133054788	VENTX
10	133097801	133125197	TUBGCP2
10	133131099	133170286	ZNF511-PRAP1
10	133145568	133222296	CALY
10	133173253	133175909	FUOM
10	133180946	133189207	ECHS1
10	133199015	133210407	PAOX
10	133212979	133240167	MTG1
10	133243080	133243532	SPRN
10	133364594	133377040	CYP2E1
10	133392237	133403576	SYCE1
10	133476605	133478257	FRG2B
11	232227	233720	SCGB1C1
11	235980	239864	ODF3
11	243070	247580	BET1L
11	249040	255444	RIC8A
11	278709	294961	PSMD13
11	319558	327424	NLRP6
11	341511	342855	IFITM5
11	351925	353346	IFITM2
11	357603	359016	IFITM1
11	364048	365429	IFITM3
11	412958	424112	B4GALNT4
11	433167	437787	SIGIRR
11	447729	471149	ANO9
11	480195	523817	PTDSS2
11	528367	540489	RNH1
11	565939	567626	HRAS
11	572512	584954	LRRC56
11	585593	631200	LMNTD2
11	591646	594556	RASSF7
11	612527	645779	PHRF1
11	646395	649231	IRF7
11	661084	662920	SCT
11	672545	675450	DRD4
11	682184	745400	DEAF1
11	745276	756237	TMEM80
11	802069	819776	TALDO1
11	843724	844173	CEND1
11	868223	871152	RPLP2
11	878559	885440	PNPLA2
11	886028	890200	CRACR2B
11	892764	899629	CD151
11	900519	903795	POLR2L
11	908277	929219	TSPAN4
11	930023	973352	CHID1
11	988759	1078596	AP2A2
11	1492043	1510021	MOB2
11	1636548	1637498	KRTAP5-3
11	1660474	1661103	KRTAP5-5
11	1841579	1844902	SYT8
11	1847773	1854894	TNNI2
11	1930662	1946833	TNNT3
11	1981434	1987239	MRPL23
11	2160636	2170240	IGF2
11	2191340	2192702	INS
11	2195641	2202419	TH
11	2295756	2298208	ASCL2
11	2326468	2329263	C11orf21
11	2411254	2419084	CD81
11	2422448	2425799	TSSC4
11	2426896	2443743	TRPM5
11	2913912	2930460	SLC22A18AS
11	2929860	2953478	SLC22A18
11	2957037	2958189	PHLDA2
11	2974643	3022685	NAP1L4
11	3033158	3089961	CARS
11	3237371	3238737	MRGPRG
11	3248021	3248959	MRGPRE
11	3330478	3332484	ZNF195
11	3534083	3537818	ART5
11	3539817	3555937	ART1
11	3557110	3563293	CHRNA10
11	3568016	3695282	NUP98
11	3695403	3723808	PGAP2
11	3725065	3726175	RHOG
11	3754370	3991325	STIM1
11	3992809	4036075	RRM1
11	4169082	4170026	OR52B4
11	4186596	4195390	TRIM21
11	4258247	4259313	OR52K2
11	4320487	4321440	OR52M1
11	4346525	4352902	C11orf40
11	4361877	4362991	OR52I2
11	4368897	4370103	OR52I1
11	4373766	4383296	TRIM68
11	4414349	4415465	OR51D1
11	4418044	4428532	OR51E1
11	4454868	4472998	OR51E2
11	4543946	4545210	OR51F1
11	4578371	4579555	OR52R1
11	4596278	4597413	OR51F2
11	4658597	4659661	OR51T1
11	4683981	4719047	OR51A7
11	4699994	4700959	OR51G1
11	4721103	4722017	OR51A4
11	4761460	4765697	MMP26
11	4772200	4773147	OR51L1
11	4819780	4820715	OR52J3
11	4831913	4832890	OR52E2
11	4906348	4907298	OR52A5
11	4926056	4926994	OR52A1
11	4950559	4951524	OR51V1
11	4976444	4978050	HBB
11	4983807	4985604	HBD
11	4999257	5006582	HBG2
11	5020122	5021919	HBE1
11	5052446	5053378	OR51B4
11	5078052	5078990	OR51B2
11	5078424	5108855	OR51B6
11	5099829	5100767	OR51B5
11	5151378	5152432	OR51M1
11	5193432	5194527	OR51Q1
11	5201980	5242784	OR51I1
11	5227425	5228494	OR51I2
11	5259835	5260899	OR52D1
11	5278801	5280771	UBQLN3
11	5320031	5320993	OR52H1
11	5372087	5386668	TRIM6
11	5400888	5421381	TRIM34
11	5440246	5462673	TRIM5
11	5466797	5488544	TRIM22
11	5514853	5515940	OR56B1
11	5533080	5534116	OR52N4
11	5567728	5568690	OR52N1
11	5602804	5603838	OR52N2
11	5623414	5624410	OR52E6
11	5639108	5640061	OR52E8
11	5666855	5667881	OR52E4
11	5729479	5730426	OR56A3
11	5767777	5768766	OR52L1
11	5783888	5784985	OR56A4
11	5808527	5809483	OR56A1
11	5890639	5891790	OR56B4
11	5983246	5984358	OR52W1
11	5990142	5995742	C11orf42
11	5996114	6018599	FAM160A2
11	6023019	6028407	CNGA4
11	6043388	6056755	CCKBR
11	6106165	6107719	PRKCDBP
11	6176876	6181435	SMPD1
11	6181601	6198530	APBB1
11	6219700	6229692	HPX
11	6237288	6262658	TRIM3
11	6265223	6270003	ARFIP2
11	6270175	6271746	TIMM10B
11	6285793	6361077	DNHD1
11	6388997	6392660	RRP8
11	6392792	6399920	ILK
11	6399872	6402292	TAF10
11	6403874	6410037	TPP1
11	6412386	6432061	DCHS1
11	6468759	6471769	MRPL17
11	6558647	6559597	OR2AG2
11	6575764	6576761	OR2AG1
11	6585452	6586435	OR6A2
11	6636947	6637991	OR10A5
11	6678897	6679966	OR2D3
11	6684390	6742215	ZNF215
11	6757291	6778334	ZNF214
11	6778448	6829713	NLRP14
11	6847364	6849160	RBMXL2
11	7014468	7229846	SYT9
11	7246181	7272386	OLFML1
11	7274780	7414538	PPFIBP2
11	7425396	7433858	CYB5R2
11	7453704	7470115	OVCH2
11	7555093	7556082	OR5P2
11	7594923	7595858	OR5P3
11	7711445	7712389	OR10A6
11	7747793	7752057	NLRP10
11	7827645	7892799	TUB
11	7898855	7964897	RIC3
11	8020668	8060334	LMO1
11	8187748	8398294	STK33
11	8489279	8493213	RPL27A
11	8513193	8557319	ST5
11	8723611	8732584	AKIP1
11	8732582	8745970	C11orf16
11	8751945	8757449	ASCL3
11	8761713	8780900	TMEM9B
11	8794552	8815533	NRIP3
11	8830986	8905251	SCUBE2
11	8951949	9080584	DENND5A
11	9096412	9130691	TMEM41B
11	9205798	9271411	IPO7
11	9284590	9349655	ZNF143
11	9395946	9412008	WEE1
11	9486032	9571553	SWAP70
11	10132235	10134558	ADM
11	10277637	10334853	AMPD3
11	10335426	10335500	MTRNR2L8
11	10338951	10369108	RNF141
11	10387197	10398149	LYVE1
11	10405681	10484105	MRVI1
11	10584117	10612225	CTR9
11	10630300	10642395	EIF4G2
11	10687067	10692428	ZBED5
11	11137884	11463722	GALNT18
11	11686299	11806984	USP47
11	11810590	11856859	DKK3
11	11988801	12115999	MICAL2
11	12140091	12212063	MICALCL
11	12231286	12385126	PARVA
11	12622172	12797252	TEAD1
11	13134269	13245738	ARNTL
11	13246484	13323778	BTBD10
11	13352545	13356510	PTH
11	13478130	13544643	FAR1
11	14084409	14166897	RRAS2
11	14266030	14309398	COPB1
11	14314369	14418679	PSMA1
11	14452507	14665763	PDE3B
11	14674183	14688329	CYP2R1
11	14763904	14768378	CALCA
11	14774425	14874698	CALCB
11	14908579	15041783	INSC
11	15764840	16205778	SOX6
11	16590633	16823685	PLEKHA7
11	16875950	16959919	PIK3C2A
11	17071351	17126280	NUCB2
11	17146422	17166915	NCR3LG1
11	17181308	17182477	KCNJ11
11	17187268	17270178	ABCC8
11	17288547	17343271	USH1C
11	17346175	17445360	OTOG
11	17515817	17518383	MYOD1
11	17532640	17579576	KCNC1
11	17585568	17811816	SERGEF
11	17819140	17839779	TPH1
11	17879374	17905117	SAAL1
11	17933559	17934527	MRGPRX3
11	17969084	17970529	MRGPRX4
11	17985233	17985856	GLTP
11	18016852	18022322	SAA4
11	18030793	18034246	SAA2
11	18035665	18055224	SAA1
11	18064243	18107843	HPS5
11	18107938	18152964	GTF2H1
11	18182295	18196107	LDHA
11	18200210	18240545	LDHC
11	18245072	18269005	LDHAL6A
11	18269720	18317121	TSG101
11	18321858	18379641	UEVLD
11	18390446	18418294	SPTY2D1
11	18483638	18489718	TMEM86A
11	18489401	18508750	IGSF22
11	18512439	18578110	PTPN5
11	18717384	18718352	MRGPRX1
11	18842865	18849065	MRGPRX2
11	18906043	18964671	ZDHHC13
11	18970788	18990738	CSRP3
11	19012870	19029752	E2F8
11	19516432	19924329	NAV2
11	19962018	19966672	DBX1
11	20178111	20198143	HTATIP2
11	20201943	20338200	PRMT3
11	20425868	20481843	SLC6A5
11	20496325	21419783	NELL1
11	22032452	22118837	ANO5
11	22176698	22218618	SLC17A6
11	22467090	22468214	FANCF
11	22508720	22655410	GAS2
11	22662959	22670686	SVIP
11	24372326	24953247	LUZP2
11	26190284	26528446	ANO3
11	26421131	26429171	MUC15
11	26532185	26589240	SLC5A12
11	26859847	26861443	FIBIN
11	26906763	26995000	BBOX1
11	27209024	27233987	CCDC34
11	27238603	27283891	LGR4
11	27368997	27381542	LIN7C
11	27530599	27581101	BDNF
11	27906986	27994025	KIF18A
11	27996114	28215986	METTL15
11	29927497	29934780	KCNA4
11	30151213	30155472	FSHB
11	30246397	30260087	ARL14EP
11	30340658	30517324	MPPED2
11	30834832	30927046	DCDC1
11	31246411	31247715	ANP32E
11	31295786	31358775	DNAJC24
11	31358360	31436893	IMMP1L
11	31437021	31712139	ELP4
11	31718289	31729470	PAX6
11	32321161	32369403	WT1
11	32518862	32538967	EIF3M
11	32538386	32736872	CCDC73
11	32772027	32797653	PRRG4
11	32836842	32923742	QSER1
11	32975194	32992883	DEPDC7
11	32998719	33032814	TCP11L1
11	33043812	33119195	CSTF3
11	33213059	33312511	HIPK3
11	33508219	33631920	KIAA1549L
11	33674936	33701281	CD59
11	33706030	33739597	FBXO3
11	33827303	33838444	LMO2
11	33833410	34078139	CAPRIN1
11	34084481	34119319	NAT10
11	34131443	34341892	ABTB2
11	34420989	34454535	CAT
11	34461268	34495147	ELF5
11	34606042	34648233	EHF
11	34867059	34902014	APIP
11	34901752	34981415	PDHX
11	35128537	35222529	CD44
11	35251595	35409527	SLC1A2
11	35423360	35518795	PAMR1
11	35610263	35612518	FJX1
11	35654607	35803395	TRIM44
11	35944479	36229819	LDLRAD3
11	36270331	36287600	COMMD9
11	36374775	36464107	PRR5L
11	36488566	36508754	TRAF6
11	36559562	36571320	RAG1
11	36583492	36589821	RAG2
11	36586043	36649075	C11orf74
11	40170941	40349427	LRRC4C
11	43411621	43442441	API5
11	43452425	43589234	TTC17
11	43776739	43952440	HSD17B12
11	43978130	44017691	ALKBH3
11	44144600	44156587	ACCSL
11	44162813	44180515	ACCS
11	44194019	44343111	EXT2
11	44363146	44410032	ALX4
11	44666762	44718880	CD82
11	44860410	45031268	TSPAN18
11	45033456	45050840	TP53I11
11	45248526	45329212	PRDM11
11	45344669	45390771	SYT13
11	45754120	45770510	CHST1
11	45911328	45919552	SLC35C1
11	45956719	45990772	CRY2
11	45994938	46017060	MAPK8IP1
11	46017130	46017878	C11orf94
11	46020687	46029182	PEX16
11	46044918	46192708	PHF21A
11	46394051	46438109	CREB3L1
11	46485056	46499786	DGKZ
11	46504168	46505759	CHRM4
11	46516193	46714177	AMBRA1
11	46726628	46741439	HARBI1
11	46741488	46798762	ATG13
11	46803507	46829238	ARHGAP1
11	46829433	46834577	ZNF408
11	46848553	46869296	F2
11	46873893	46977592	CKAP5
11	46991268	47049872	LRP4
11	47068234	47292450	C11orf49
11	47295123	47307390	ARFGAP2
11	47308045	47317399	PACSIN3
11	47348188	47373472	DDB2
11	47373561	47383170	ACP2
11	47392130	47403452	NR1H3
11	47404251	47466682	MADD
11	47468533	47490968	MYBPC3
11	47497189	47516304	SPI1
11	47547835	47554154	SLC39A13
11	47556646	47564348	PSMC3
11	47577955	47589856	RAPSN
11	47709851	47717942	PTPMT1
11	47716680	47723452	KBTBD4
11	47723447	47729584	NDUFS3
11	47731673	47734168	FAM180B
11	47734638	47739402	C1QTNF4
11	47763944	47794078	MTCH2
11	47812978	47869534	AGBL2
11	47870688	47924216	FNBP4
11	47934457	48008654	NUP160
11	48150601	48341266	PTPRJ
11	48390807	48391736	OR4B1
11	48422443	48423457	OR4X2
11	48484496	48485425	OR4S1
11	48503696	48541831	OR4C3
11	48540190	48541194	OR4C5
11	48660539	48661602	OR4A47
11	49136688	49143035	TRIM49B
11	49164309	49169718	TRIM64C
11	49546441	49547469	OR4C13
11	49576535	49577464	OR4C12
11	56199403	56199987	OR5B2
11	57261237	57262248	OR4D10
11	57287479	57288414	OR4D11
11	57297073	57298017	OR4D9
11	57352189	57393436	OSBP
11	57413534	57446243	PATL1
11	57488528	57489457	OR10V1
11	57531765	57579657	STX3
11	57583115	57587841	MRPL16
11	57608831	57625026	GIF
11	57631915	57644935	TCN1
11	57821540	57829309	OOSP2
11	57846614	57856099	MS4A3
11	57874594	57881625	MS4A2
11	57958045	57969668	MS4A6A
11	58065311	58093606	MS4A4A
11	58119445	58130418	MS4A6E
11	58167953	58185429	MS4A7
11	58185492	58207941	MS4A14
11	58221488	58242197	MS4A5
11	58248830	58263780	MS4A1
11	58285541	58299825	MS4A12
11	58307979	58328540	MS4A13
11	58524151	58540568	MS4A8
11	58557082	58572249	MS4A18
11	58585539	58605835	MS4A15
11	58614876	58630823	MS4A10
11	58670406	58679534	CCDC86
11	58680687	58684710	PTGDR2
11	58696312	58704501	ZP1
11	58720542	58736581	PRPF19
11	58742935	58752714	TMEM109
11	58753715	58766428	TMEM132A
11	58766491	58781234	SLC15A3
11	58801465	58851912	CD6
11	58929361	58954989	CD5
11	58958022	58988263	VPS37C
11	59082827	59121153	VWCE
11	59125531	59160720	DDB1
11	59161876	59173789	TKFC
11	59177099	59184251	CYB561A3
11	59188995	59196702	TMEM138
11	59222409	59229273	TMEM216
11	59233057	59260282	CPSF7
11	59269380	59278813	SDHAF2
11	59314835	59324020	PPP1R32
11	59351168	59390741	SYT7
11	59558578	59584484	DAGLA
11	59593451	59628056	MYRF
11	59630873	59634522	TMEM258
11	59634549	59639159	FEN1
11	59641540	59659344	FADS1
11	59736681	59777345	FADS2
11	59783388	59801660	FADS3
11	59807457	59830986	RAB3IL1
11	59860467	59875044	BEST1
11	60038543	60067699	INCENP
11	60104723	60108045	SCGB1D1
11	60123038	60128431	SCGB2A1
11	60156812	60157980	SCGB1D2
11	60184161	60187150	SCGB2A2
11	60208162	60213841	SCGB1D4
11	60252645	60310511	ASRGL1
11	60337607	60341865	SCGB1A1
11	60437444	60467554	AHNAK
11	60480364	60495741	EEF1G
11	60495857	60512455	TUT1
11	60514031	60522665	MTA2
11	60523044	60529985	EML3
11	60533992	60535955	ROM1
11	60536138	60543031	B3GAT3
11	60545696	60567169	GANAB
11	60567386	60585320	INTS5
11	60585816	60587626	METTL12
11	60592717	60593435	UQCC3
11	60597797	60600156	UBXN1
11	60608894	60610996	LRRN4CL
11	60611653	60629633	BSCL2
11	60629568	60631140	GNG3
11	60637524	60652666	HNRNPUL2
11	60653677	60663626	TTC9C
11	60676188	60678148	ZBTB3
11	60685646	60690812	POLR2G
11	60695393	60711804	TAF6L
11	60711867	60714869	TMEM179B
11	60714786	60716491	TMEM223
11	60716594	60730111	NXF1
11	60731518	60757604	STX5
11	60805572	60813577	SLC3A2
11	60834010	60847695	CHRM1
11	60902178	60910588	SLC22A6
11	60919073	60941980	SLC22A8
11	60999452	61066231	SLC22A24
11	61085794	61151214	SLC22A25
11	61213761	61228892	SLC22A10
11	61291109	61332173	SLC22A9
11	61378863	61408700	HRASLS5
11	61423546	61434278	LGALS12
11	61453437	61463916	RARRES3
11	61470212	61485387	HRASLS2
11	61496234	61520809	PLA2G16
11	61551570	61595358	ATL3
11	61606657	61686080	RTN3
11	61745130	61755436	C11orf84
11	61839982	61845116	RCOR2
11	61861766	61880212	NAA40
11	61898087	61900032	COX8A
11	61910161	61922357	OTUB1
11	61922501	62090482	MACROD1
11	62028681	62043132	FLRT1
11	62107397	62126493	STIP1
11	62128618	62146915	FERMT3
11	62146822	62149292	TRPT1
11	62149304	62153047	NUDT22
11	62153311	62157308	DNAJC4
11	62157823	62161797	VEGFB
11	62164106	62167114	FKBP2
11	62167469	62169932	PPP1R14B
11	62174534	62192476	PLCB3
11	62192864	62207742	BAD
11	62207377	62212541	GPR137
11	62215056	62223048	KCNK4
11	62223409	62227789	TEX40
11	62228572	62239747	ESRRA
11	62239704	62240538	TRMT112
11	62241101	62244779	PRDX5
11	62263129	62280577	CCDC88B
11	62282204	62295266	RPS6KA4
11	62481826	62498186	SLC22A11
11	62517072	62528172	SLC22A12
11	62533243	62648786	NRXN2
11	62652503	62670285	RASGRP2
11	62672684	62686927	PYGM
11	62692032	62705066	SF1
11	62715390	62729429	MAP4K2
11	62729712	62736896	MEN1
11	62751150	62771319	CDC42BPG
11	62779547	62806266	EHD1
11	62821931	62844573	ATG2A
11	62852012	62861625	PPP2R5B
11	62861625	62863043	GPHA2
11	62865610	62887290	MAJIN
11	62915881	62925317	BATF2
11	62942714	62950692	ARL2
11	62955884	62970005	SNX15
11	62970733	62974562	SAC3D1
11	62975725	62988953	NAALADL1
11	63009193	63016257	CDCA5
11	63016336	63020514	ZFPL1
11	63020570	63021143	TMEM262
11	63028310	63050668	VPS51
11	63051942	63055511	TM7SF2
11	63055906	63057114	ZNHIT2
11	63060091	63061669	FAU
11	63061713	63066832	MRPL49
11	63067848	63073024	SYVN1
11	63112012	63115108	SPDYC
11	63123185	63154480	CAPN1
11	63200921	63237142	POLA2
11	63254419	63261871	CDC42EP2
11	63273390	63293346	DPF2
11	63296157	63297639	TIGD3
11	63315996	63321894	SLC25A45
11	63466613	63480537	SCYL1
11	63480386	63501053	LTBP3
11	63513606	63514895	SSSCA1
11	63515506	63517352	FAM89B
11	63519534	63536143	EHBP1L1
11	63536704	63539841	KCNK7
11	63541616	63558174	MAP3K11
11	63560237	63581320	PCNX3
11	63585375	63596087	SIPA1
11	63598755	63608100	RELA
11	63659174	63666478	KAT5
11	63666560	63667558	RNASEH2C
11	63735851	63746333	OVOL1
11	63784297	63804564	SNX32
11	63805705	63809203	CFL1
11	63811271	63817487	MUS81
11	63817488	63824002	EFEMP2
11	63830846	63834774	CTSW
11	63834773	63839566	FIBP
11	63841976	63842854	CCDC85B
11	63843442	63851766	FOSL1
11	63868849	63871090	C11orf68
11	63872120	63874181	DRAP1
11	63919898	63938020	SART1
11	63956496	63958288	EIF1AD
11	63969962	63971463	CST6
11	63974735	63984757	CATSPER1
11	64000737	64004095	GAL3ST3
11	64011011	64028042	SF3B2
11	64029484	64204795	PACS1
11	64217792	64227956	KLC2
11	64228682	64237570	RAB1B
11	64238320	64244296	CNIH2
11	64244665	64249251	YIF1A
11	64252114	64256895	TMEM151A
11	64274974	64277247	CD248
11	64292208	64296573	RIN1
11	64297713	64305121	BRMS1
11	64305383	64307703	B4GAT1
11	64322559	64331852	SLC29A2
11	64374918	64380604	NPAS4
11	64389338	64393097	MRPL11
11	64419143	64429601	PELI3
11	64480669	64500681	ZDHHC24
11	64518755	64523885	CTSF
11	64542230	64544779	CCDC87
11	64545025	64557172	CCS
11	64570154	64583511	RBM14
11	64592697	64600522	RBM4
11	64620636	64634015	RBM4B
11	64641104	64677486	SPTBN2
11	64702275	64805490	C11orf80
11	64805612	64808746	RCE1
11	64810430	64835708	PC
11	64820755	64823754	LRFN4
11	64942811	64944533	C11orf86
11	65000217	65016449	SYT12
11	65022416	65037454	RHOD
11	65074677	65220291	KDM2A
11	65228664	65248899	GRK2
11	65251669	65264806	ANKRD13D
11	65265949	65274302	SSH3
11	65314005	65316052	POLD4
11	65359771	65363501	PPP1CA
11	65366077	65372095	TBC1D10C
11	65379373	65387770	CARNS1
11	65390778	65397724	RPS6KB2
11	65397827	65399992	PTPRCAP
11	65400358	65405811	CORO1B
11	65417605	65421311	CABP4
11	65426602	65431528	TMEM134
11	65445466	65453551	AIP
11	65454213	65468156	PITPNM1
11	65469282	65471414	CDK2AP2
11	65481699	65486396	CABP2
11	65546753	65549558	GSTP1
11	65568772	65574467	NDUFV1
11	65590187	65592170	NUDT8
11	65593563	65601816	TBX10
11	65604861	65612825	ACY3
11	65624348	65629823	ALDH3B2
11	65673912	65686215	UNC93B1
11	65713115	65719393	NDUFS8
11	65721799	65733828	TCIRG1
11	65736916	65806208	CHKA
11	65845882	65879546	KMT5B
11	65951438	65959455	C11orf24
11	66044238	66148990	LRP5
11	66160521	66315882	PPP6R3
11	66370448	66377712	GAL
11	66394172	66440123	TESMIN
11	66446520	66534366	CPT1A
11	66587795	66599045	MRPL21
11	66599076	66635902	IGHMBP2
11	66676077	66677042	MRGPRD
11	66701675	66710662	MRGPRF
11	66747660	66788219	TPCN2
11	67006656	67010217	MYEOV
11	67363082	67372170	CCND1
11	67419976	67426118	FGF19
11	67498018	67500392	FGF4
11	67538403	67544961	FGF3
11	67935751	67939998	FADD
11	68000352	68120933	PPFIA1
11	68201925	68881972	SHANK2
11	69092085	69106719	DHCR7
11	69111466	69160857	NADSYN1
11	69185560	69186108	KRTAP5-7
11	69196371	69197084	KRTAP5-8
11	69239271	69242412	KRTAP5-11
11	69447396	69459950	FAM86C1
11	69530916	69535879	ZNF705A
11	69652007	69720480	RNF121
11	69721948	69725420	IL18BP
11	69725757	69804448	NUMA1
11	69822277	69828366	LAMTOR1
11	69861075	69865215	FOLR3
11	69916692	69921057	FOLR1
11	69941033	69946207	FOLR2
11	69949145	69964625	INPPL1
11	69964628	70041053	PHOX2A
11	70018976	70165176	CLPB
11	70307990	70409743	PDE2A
11	70419462	70461205	ARAP1
11	70489284	70516219	STARD10
11	70548860	70564362	ATG16L2
11	70573519	70876809	FCHSD2
11	70953718	70971787	P2RY2
11	71000949	71035193	P2RY6
11	71128438	71134995	RELT
11	71146122	71340222	FAM168A
11	71389781	71406043	PLEKHB1
11	71540737	71620193	MRPL48
11	71628233	71632447	COA4
11	71632578	71682460	PAAF1
11	71729340	71738007	UCP2
11	71755254	71764200	UCP3
11	71789840	71930230	C2CD3
11	71930464	72013915	PPME1
11	72025893	72070979	P4HA3
11	72089652	72158866	PGM2L1
11	72217030	72221917	KCNE3
11	72252945	72254777	LIPT2
11	72357396	72407593	POLD3
11	72461220	72498447	CHRDL2
11	72516466	72606330	RNF169
11	72604829	72712917	XRRA1
11	72712977	72744539	SPCS2
11	72748352	72767062	NEU3
11	72849323	72850285	OR2AT4
11	72912957	72969075	SLCO2B1
11	73026936	73118806	ARRB1
11	73185733	73194410	KLHL35
11	73325614	73336379	SERPINH1
11	73350439	73433170	MAP6
11	73482735	73498554	MOGAT2
11	73529259	73562044	DGAT2
11	73575685	73909422	UVRAG
11	73954529	73974717	WNT11
11	74118908	74134431	THAP12
11	74213944	74322474	EMSY
11	74429158	74440287	LRRC32
11	74561353	74577029	TSKU
11	74640217	74803165	ACER3
11	74814098	74821461	B3GNT6
11	74884502	74884993	OMP
11	74925573	74997245	MYO7A
11	74999478	75067388	GDPD4
11	75119320	75176156	PAK1
11	75393284	75415672	AQP11
11	75473024	75628314	RSF1
11	75628624	75679852	AAMDC
11	75686223	75802671	INTS4
11	75825091	75832637	KCTD14
11	75874118	75878325	THRSP
11	75878315	75890292	NDUFC2
11	75911697	75948742	ALG8
11	75982542	75999881	KCTD21
11	76030707	76230713	GAB2
11	76248968	76387955	NARS2
11	76470519	76881924	TENM4
11	80645012	80647018	FAM181B
11	80737217	80813816	PRCP
11	80828136	80847730	DDIAS
11	80895439	80910790	RAB30
11	81076549	81099575	PCF11
11	81109056	81164708	ANKRD42
11	81177963	81202819	CCDC90B
11	81363682	82181317	DLG2
11	83552193	83560129	TMEM126B
11	83571508	83580130	TMEM126A
11	83584434	83588472	CREBZF
11	83773440	83840014	CCDC83
11	83879761	83993769	PICALM
11	84231907	84278533	HIKESHI
11	84312054	84358957	CCDC81
11	84376960	84609003	ME3
11	84736011	84746764	PRSS23
11	84887324	84892186	FZD4
11	84977139	85258910	TMEM135
11	86039900	86103206	RAB38
11	86222081	86267087	CTSC
11	86452450	86598275	GRM5
11	87144124	87263348	TYR
11	87288455	87454717	NOX4
11	87610573	87673182	FOLH1
11	87726806	87733136	TRIM49C
11	87886073	87942918	NAALAD2
